# SYNTHETIC REPAYMENT OUTCOMES — drawn by training/generate_risk_outcomes.py from a documented latent-risk model. Nobody defaulted; nobody exists.
user_id,defaulted,latent_default_probability,latent_shock,SYNTHETIC
syn-0587,0,0.015042,-1.174427,TRUE
syn-0588,0,0.002585,-1.083924,TRUE
syn-0589,0,0.042781,0.975834,TRUE
syn-0590,1,0.041766,-1.058215,TRUE
syn-0591,0,0.053411,0.8665,TRUE
syn-0592,0,0.022931,-0.266137,TRUE
syn-0593,0,0.028845,-0.163891,TRUE
syn-0594,0,0.15567,-0.08995,TRUE
syn-0595,0,0.274484,0.548065,TRUE
syn-0596,0,0.036484,-0.191252,TRUE
syn-0597,0,0.033151,0.763323,TRUE
syn-0598,0,0.066391,-0.288686,TRUE
syn-0599,0,0.002782,-0.824003,TRUE
syn-0600,0,0.001737,-1.889562,TRUE
syn-0601,0,0.383543,0.763864,TRUE
syn-0602,0,0.31562,-0.133595,TRUE
syn-0603,0,0.081392,-0.026994,TRUE
syn-0604,0,0.012937,-0.825515,TRUE
syn-0605,0,0.019053,0.22786,TRUE
syn-0606,0,0.010736,-0.344614,TRUE
syn-0607,0,0.096819,-0.742095,TRUE
syn-0608,0,0.013792,0.060159,TRUE
syn-0609,0,0.207349,0.445448,TRUE
syn-0610,0,0.015996,-0.564751,TRUE
syn-0611,0,0.006895,-1.580981,TRUE
syn-0612,0,0.12327,0.887819,TRUE
syn-0613,0,0.000978,-3.193711,TRUE
syn-0614,0,0.017231,-1.182233,TRUE
syn-0615,0,0.047056,-0.269397,TRUE
syn-0616,1,0.515468,0.886991,TRUE
syn-0617,0,0.091199,-0.476901,TRUE
syn-0618,0,0.021072,-0.561609,TRUE
syn-0619,0,0.309372,0.152406,TRUE
syn-0620,0,0.007503,0.403939,TRUE
syn-0621,0,0.046561,0.352372,TRUE
syn-0622,0,0.012117,-1.47427,TRUE
syn-0623,1,0.317821,1.18457,TRUE
syn-0624,0,0.05937,0.747718,TRUE
syn-0625,0,0.224999,0.71146,TRUE
syn-0626,0,0.145869,0.710089,TRUE
syn-0627,0,0.117812,0.300125,TRUE
syn-0628,0,0.008339,-2.124426,TRUE
syn-0629,0,0.073053,-0.717726,TRUE
syn-0630,0,0.167155,1.540353,TRUE
syn-0631,1,0.706017,0.679174,TRUE
syn-0632,0,0.003686,-1.190402,TRUE
syn-0633,0,0.238379,1.303666,TRUE
syn-0634,0,0.08957,0.352364,TRUE
syn-0635,0,0.018488,-0.339529,TRUE
syn-0636,0,0.02021,-0.505605,TRUE
syn-0637,0,0.029508,-0.299854,TRUE
syn-0638,0,0.022815,-0.225759,TRUE
syn-0639,0,0.229094,0.420229,TRUE
syn-0640,0,0.040649,0.30115,TRUE
syn-0641,0,0.425675,-0.168191,TRUE
syn-0642,0,0.013533,-0.062763,TRUE
syn-0643,0,0.075221,-0.775852,TRUE
syn-0644,0,0.373466,1.632005,TRUE
syn-0645,0,0.11386,0.681181,TRUE
syn-0646,0,0.072649,0.600035,TRUE
syn-0647,0,0.015854,-0.323201,TRUE
syn-0648,0,0.289163,-0.052439,TRUE
syn-0649,0,0.024542,-0.980903,TRUE
syn-0650,0,0.158415,0.16062,TRUE
syn-0651,0,0.171219,1.601885,TRUE
syn-0652,0,0.013071,0.003554,TRUE
syn-0653,0,0.152615,0.866035,TRUE
syn-0654,0,0.080607,0.472558,TRUE
syn-0655,0,0.220642,-0.168152,TRUE
syn-0656,0,0.008073,-0.557384,TRUE
syn-0657,0,0.505654,1.511544,TRUE
syn-0658,0,0.063598,0.271072,TRUE
syn-0659,0,0.036573,0.633061,TRUE
syn-0660,0,0.019372,0.561111,TRUE
syn-0661,0,0.201859,1.173292,TRUE
syn-0662,1,0.21037,0.644069,TRUE
syn-0663,0,0.200664,0.987407,TRUE
syn-0664,0,0.018489,-0.00044,TRUE
syn-0665,0,0.118487,0.172968,TRUE
syn-0666,0,0.003912,-1.526878,TRUE
syn-0667,1,0.356084,0.706642,TRUE
syn-0668,0,0.066767,0.74654,TRUE
syn-0669,0,0.277127,0.83996,TRUE
syn-0670,0,0.017208,-0.478849,TRUE
syn-0671,1,0.386032,1.210295,TRUE
syn-0672,0,0.073384,0.047703,TRUE
syn-0673,0,0.031832,-0.735661,TRUE
syn-0674,0,0.008139,-1.968131,TRUE
syn-0675,0,0.327819,1.695328,TRUE
syn-0676,1,0.062001,0.17747,TRUE
syn-0677,0,0.345736,0.296571,TRUE
syn-0678,0,0.260157,-0.09246,TRUE
syn-0679,1,0.530006,2.492419,TRUE
syn-0680,0,0.018017,-1.930059,TRUE
syn-0681,0,0.227555,-0.57541,TRUE
syn-0682,0,0.005721,-0.907723,TRUE
syn-0683,1,0.308759,1.532439,TRUE
syn-0684,0,0.01481,-0.243458,TRUE
syn-0685,0,0.160628,-0.094533,TRUE
syn-0686,0,0.03139,-0.712336,TRUE
syn-0687,0,0.008663,-0.091993,TRUE
syn-0688,0,0.060228,-0.903908,TRUE
syn-0689,0,0.013217,-1.153774,TRUE
syn-0690,0,0.091957,-0.208123,TRUE
syn-0691,0,0.063837,-0.275717,TRUE
syn-0692,0,0.01024,0.178686,TRUE
syn-0693,0,0.05845,0.421463,TRUE
syn-0694,0,0.062133,-0.37965,TRUE
syn-0695,1,0.622709,0.725723,TRUE
syn-0696,0,0.014203,-0.660999,TRUE
syn-0697,0,0.109612,-0.613583,TRUE
syn-0698,0,0.009453,-0.689805,TRUE
syn-0699,0,0.054153,-1.160049,TRUE
syn-0700,0,0.001985,-0.545018,TRUE
syn-0701,0,0.013164,-0.022447,TRUE
syn-0702,0,0.084879,0.272488,TRUE
syn-0703,0,0.050936,-0.408964,TRUE
syn-0704,0,0.151415,-0.56923,TRUE
syn-0705,0,0.001308,-1.264953,TRUE
syn-0706,0,0.001888,-0.773336,TRUE
syn-0707,0,0.077891,0.862806,TRUE
syn-0708,0,0.227269,2.168863,TRUE
syn-0709,0,0.036685,0.994729,TRUE
syn-0710,0,0.010267,-0.114925,TRUE
syn-0711,0,0.123592,2.777483,TRUE
syn-0712,0,0.178849,1.573064,TRUE
syn-0713,0,0.039779,0.73672,TRUE
syn-0714,0,0.131461,-0.332675,TRUE
syn-0715,1,0.107256,1.289801,TRUE
syn-0716,0,0.066511,-0.502056,TRUE
syn-0717,1,0.739433,1.941207,TRUE
syn-0718,0,0.001591,-2.701538,TRUE
syn-0719,0,0.094087,0.264426,TRUE
syn-0720,0,0.342128,0.657485,TRUE
syn-0721,0,0.272847,1.108972,TRUE
syn-0722,1,0.215301,-0.102097,TRUE
syn-0723,0,0.010302,-0.851407,TRUE
syn-0724,0,0.111395,0.389658,TRUE
syn-0725,0,0.472118,1.887162,TRUE
syn-0726,0,0.005098,-0.724852,TRUE
syn-0727,0,0.004262,-0.962513,TRUE
syn-0728,1,0.628993,1.355996,TRUE
syn-0729,0,0.034644,0.334019,TRUE
syn-0730,0,0.049833,0.826881,TRUE
syn-0731,0,0.682068,1.29991,TRUE
syn-0732,0,0.004637,-0.926765,TRUE
syn-0733,0,0.080865,0.244588,TRUE
syn-0734,0,0.204371,-0.646196,TRUE
syn-0735,0,0.038888,-0.260964,TRUE
syn-0736,0,0.011135,-0.511129,TRUE
syn-0737,0,0.036343,0.012696,TRUE
syn-0738,0,0.011206,-0.3589,TRUE
syn-0739,0,0.019286,-0.381568,TRUE
syn-0740,0,0.35984,1.061852,TRUE
syn-0741,0,0.031648,0.350486,TRUE
syn-0742,0,0.350704,0.591925,TRUE
syn-0743,0,0.209534,-0.053414,TRUE
syn-0744,0,0.013329,-0.960602,TRUE
syn-0745,0,0.02213,-0.56424,TRUE
syn-0746,1,0.115276,-0.744192,TRUE
syn-0747,1,0.838526,2.066228,TRUE
syn-0748,0,0.021144,-0.797226,TRUE
syn-0749,1,0.559025,1.122828,TRUE
syn-0750,0,0.309382,1.477547,TRUE
syn-0751,0,0.308746,1.224392,TRUE
syn-0752,0,0.399068,1.93142,TRUE
syn-0753,0,0.009985,-1.743245,TRUE
syn-0754,0,0.136615,0.360507,TRUE
syn-0755,1,0.161588,1.975254,TRUE
syn-0756,0,0.029183,-0.380274,TRUE
syn-0757,0,0.113636,-1.428494,TRUE
syn-0758,0,0.012251,-0.045032,TRUE
syn-0759,0,0.034279,0.514285,TRUE
syn-0760,0,0.080218,1.108658,TRUE
syn-0761,0,0.010735,-0.086547,TRUE
syn-0762,0,0.141665,1.279399,TRUE
syn-0763,0,0.404797,2.266783,TRUE
syn-0764,0,0.016485,0.141335,TRUE
syn-0765,0,0.069918,0.307574,TRUE
syn-0766,0,0.139974,1.049208,TRUE
syn-0767,0,0.043404,-1.154328,TRUE
syn-0768,0,0.066101,-0.226297,TRUE
syn-0769,0,0.199476,-0.116968,TRUE
syn-0770,0,0.237883,2.378293,TRUE
syn-0771,1,0.677802,1.608563,TRUE
syn-0772,0,0.013282,-0.90518,TRUE
syn-0773,0,0.094907,0.630007,TRUE
syn-0774,0,0.256164,0.20053,TRUE
syn-0775,0,0.484048,2.031043,TRUE
syn-0776,0,0.180641,-0.094925,TRUE
syn-0777,0,0.002441,-0.980177,TRUE
syn-0778,0,0.001698,-1.859384,TRUE
syn-0779,0,0.040175,-0.157498,TRUE
syn-0780,0,0.02427,-1.597074,TRUE
syn-0781,0,0.221503,2.22276,TRUE
syn-0782,0,0.005665,-0.652482,TRUE
syn-0783,0,0.046816,-0.275413,TRUE
syn-0784,0,0.072311,0.00841,TRUE
syn-0785,0,0.052379,1.012686,TRUE
syn-0786,0,0.082182,-0.626489,TRUE
syn-0787,0,0.078358,0.483202,TRUE
syn-0788,0,0.284404,0.617986,TRUE
syn-0789,0,0.297596,-0.320121,TRUE
syn-0790,0,0.099738,0.32002,TRUE
syn-0791,0,0.027728,0.408863,TRUE
syn-0792,0,0.011227,-1.041793,TRUE
syn-0793,0,0.077937,-0.287291,TRUE
syn-0794,0,0.033515,-0.602657,TRUE
syn-0795,0,0.025305,-0.664007,TRUE
syn-0796,0,0.058603,0.123217,TRUE
syn-0797,1,0.434742,0.575746,TRUE
syn-0798,0,0.029427,-0.269139,TRUE
syn-0799,0,0.000923,-0.38999,TRUE
syn-0800,1,0.399128,0.697391,TRUE
syn-0801,0,0.018414,-1.911369,TRUE
syn-0802,0,0.023155,-0.48843,TRUE
syn-0803,0,0.001953,-0.626344,TRUE
syn-0804,0,0.088003,0.80754,TRUE
syn-0805,0,0.070631,0.822284,TRUE
syn-0806,0,0.107477,0.152831,TRUE
syn-0807,0,0.060735,-0.111803,TRUE
syn-0808,0,0.085289,-0.13104,TRUE
syn-0809,0,0.06439,0.013896,TRUE
syn-0810,0,0.011038,-1.425887,TRUE
syn-0811,0,0.047001,0.987332,TRUE
syn-0812,0,0.025504,-0.353033,TRUE
syn-0813,0,0.049086,-0.225219,TRUE
syn-0814,0,0.081345,0.285565,TRUE
syn-0815,0,0.012191,-2.253935,TRUE
syn-0816,0,0.032043,-0.347358,TRUE
syn-0817,0,0.02158,-0.250911,TRUE
syn-0818,1,0.359947,0.475078,TRUE
syn-0819,0,0.345732,-0.802709,TRUE
syn-0820,0,0.000717,-2.074787,TRUE
syn-0821,0,0.040189,0.280855,TRUE
syn-0822,0,0.266647,0.599553,TRUE
syn-0823,1,0.648499,1.154303,TRUE
syn-0824,0,0.086768,1.392054,TRUE
syn-0825,0,0.371167,0.94099,TRUE
syn-0826,0,0.035908,-0.126065,TRUE
syn-0827,0,0.330837,0.928988,TRUE
syn-0828,0,0.233398,-0.290138,TRUE
syn-0829,0,0.020691,-1.557756,TRUE
syn-0830,0,0.080159,-0.406462,TRUE
syn-0831,0,0.142176,0.834492,TRUE
syn-0832,1,0.023816,-0.166759,TRUE
syn-0833,0,0.180411,-0.058002,TRUE
syn-0834,0,0.02724,-0.56846,TRUE
syn-0835,0,0.019518,-0.822691,TRUE
syn-0836,0,0.175432,0.857427,TRUE
syn-0837,0,0.089976,1.02038,TRUE
syn-0838,0,0.084816,0.597046,TRUE
syn-0839,0,0.182244,1.487438,TRUE
syn-0840,0,0.08705,-0.239347,TRUE
syn-0841,0,0.053065,0.127647,TRUE
syn-0842,1,0.45132,0.54771,TRUE
syn-0843,0,0.063873,-0.636939,TRUE
syn-0844,0,0.500219,1.870392,TRUE
syn-0845,1,0.100876,0.225951,TRUE
syn-0846,0,0.001479,-0.967061,TRUE
syn-0847,0,0.015645,-0.656511,TRUE
syn-0848,0,0.081244,-0.031905,TRUE
syn-0849,1,0.910461,1.997524,TRUE
syn-0850,0,0.015106,-0.455595,TRUE
syn-0851,0,0.290531,1.319576,TRUE
syn-0852,0,0.003372,-0.240834,TRUE
syn-0853,0,0.029337,0.351171,TRUE
syn-0854,0,0.09973,0.528477,TRUE
syn-0855,0,0.017819,-0.65703,TRUE
syn-0856,1,0.083431,-0.667621,TRUE
syn-0857,0,0.012202,-0.654598,TRUE
syn-0858,0,0.016326,0.860825,TRUE
syn-0859,0,0.030176,-0.660765,TRUE
syn-0860,0,0.010314,0.323789,TRUE
syn-0861,0,0.023288,-0.53881,TRUE
syn-0862,0,0.049362,-0.585151,TRUE
syn-0863,0,0.033571,-0.880418,TRUE
syn-0864,0,0.028098,0.347187,TRUE
syn-0865,0,0.145539,0.212502,TRUE
syn-0866,0,0.148071,-0.040297,TRUE
syn-0867,0,0.383224,1.616746,TRUE
syn-0868,0,0.013151,0.511569,TRUE
syn-0869,0,0.524557,0.70132,TRUE
syn-0870,1,0.565691,1.240013,TRUE
syn-0871,0,0.034118,0.067898,TRUE
syn-0872,1,0.691829,1.015159,TRUE
syn-0873,1,0.087512,0.084216,TRUE
syn-0874,0,0.683042,0.647835,TRUE
syn-0875,0,0.024232,-0.799744,TRUE
syn-0876,0,0.002242,-1.336765,TRUE
syn-0877,0,0.050215,-0.205153,TRUE
syn-0878,0,0.397305,-0.578338,TRUE
syn-0879,0,0.013891,-1.243464,TRUE
syn-0880,0,0.036216,-0.519757,TRUE
syn-0881,0,0.011205,-0.154595,TRUE
syn-0882,0,0.006268,-1.313429,TRUE
syn-0883,0,0.051206,-0.078375,TRUE
syn-0884,0,0.096873,-1.058706,TRUE
syn-0885,1,0.828491,2.868558,TRUE
syn-0886,1,0.097684,-0.301523,TRUE
syn-0887,0,0.004732,-0.584659,TRUE
syn-0888,0,0.008601,-1.05555,TRUE
syn-0889,0,0.01203,-0.328398,TRUE
syn-0890,0,0.246882,0.911199,TRUE
syn-0891,0,0.277401,1.03805,TRUE
syn-0892,0,0.006627,0.246635,TRUE
syn-0893,0,0.485864,1.163975,TRUE
syn-0894,0,0.019737,-0.740037,TRUE
syn-0895,0,0.151505,0.298033,TRUE
syn-0896,0,0.276072,-0.225125,TRUE
syn-0897,0,0.005701,-0.609047,TRUE
syn-0898,1,0.96074,2.332722,TRUE
syn-0899,0,0.163186,0.112483,TRUE
syn-0900,0,0.076821,0.37009,TRUE
syn-0901,0,0.018444,-0.535796,TRUE
syn-0902,0,0.014577,-0.595806,TRUE
syn-0903,0,0.005391,-1.04633,TRUE
syn-0904,1,0.75628,0.971519,TRUE
syn-0905,0,0.014112,-0.682363,TRUE
syn-0906,0,0.057636,0.041533,TRUE
syn-0907,0,0.070753,-0.271774,TRUE
syn-0908,0,0.070963,-0.563562,TRUE
syn-0909,0,0.005753,-1.790951,TRUE
syn-0910,1,0.547129,0.113388,TRUE
syn-0911,0,0.012901,-1.25112,TRUE
syn-0912,0,0.387422,2.014936,TRUE
syn-0913,0,0.002818,-1.00487,TRUE
syn-0914,0,0.035853,-0.331842,TRUE
syn-0915,0,0.051636,0.33282,TRUE
syn-0916,0,0.008745,-1.837224,TRUE
syn-0917,0,0.055335,1.273301,TRUE
syn-0918,0,0.013157,-1.846324,TRUE
syn-0919,0,0.016401,-0.21813,TRUE
syn-0920,0,0.060358,0.117489,TRUE
syn-0921,1,0.15049,0.098679,TRUE
syn-0922,0,0.134426,0.564843,TRUE
syn-0923,0,0.46731,1.007782,TRUE
syn-0924,0,0.065278,-0.424052,TRUE
syn-0925,0,0.009509,-0.324249,TRUE
syn-0926,0,0.057003,0.277933,TRUE
syn-0927,0,0.001813,-1.324991,TRUE
syn-0928,0,0.175996,-0.073966,TRUE
syn-0929,0,0.006302,-0.979622,TRUE
syn-0930,0,0.101597,0.388223,TRUE
syn-0931,0,0.022586,-1.354895,TRUE
syn-0932,0,0.001397,-1.376446,TRUE
syn-0933,1,0.422251,0.12785,TRUE
syn-0934,0,0.266313,0.177108,TRUE
syn-0935,0,0.034236,-0.233192,TRUE
syn-0936,0,0.038795,-0.540505,TRUE
syn-0937,0,0.032778,0.580461,TRUE
syn-0938,0,0.111442,-0.353354,TRUE
syn-0939,0,0.010068,0.223716,TRUE
syn-0940,0,0.073026,-1.164371,TRUE
syn-0941,0,0.0167,0.383606,TRUE
syn-0942,0,0.068558,0.084241,TRUE
syn-0943,0,0.003041,-1.039306,TRUE
syn-0944,0,0.086648,-0.475409,TRUE
syn-0945,0,0.00275,-0.451693,TRUE
syn-0946,0,0.013495,-0.634372,TRUE
syn-0947,0,0.01926,-0.447169,TRUE
syn-0948,0,0.045506,0.124184,TRUE
syn-0949,0,0.010852,-1.331608,TRUE
syn-0950,0,0.011817,-1.35471,TRUE
syn-0951,0,0.200076,1.069391,TRUE
syn-0952,0,0.001847,-0.387549,TRUE
syn-0953,0,0.113666,0.227456,TRUE
syn-0954,0,0.209189,1.618872,TRUE
syn-0955,0,0.007804,-0.086728,TRUE
syn-0956,0,0.268205,1.211064,TRUE
syn-0957,0,0.009846,-0.226873,TRUE
syn-0958,0,0.032216,0.699063,TRUE
syn-0959,1,0.747698,1.3067,TRUE
syn-0960,0,0.002871,-2.418748,TRUE
syn-0961,0,0.077857,-0.777422,TRUE
syn-0962,0,0.008046,-0.380595,TRUE
syn-0963,0,0.079763,0.536729,TRUE
syn-0964,0,0.012154,-0.902489,TRUE
syn-0965,0,0.001822,-2.758138,TRUE
syn-0966,0,0.133504,-0.555391,TRUE
syn-0967,0,0.02216,-0.042293,TRUE
syn-0968,0,0.006807,0.209474,TRUE
syn-0969,0,0.143182,1.583254,TRUE
syn-0970,0,0.031549,-0.047454,TRUE
syn-0971,1,0.753433,1.53607,TRUE
syn-0972,0,0.024188,-0.32596,TRUE
syn-0973,0,0.173566,0.977603,TRUE
syn-0974,0,0.015226,-2.035658,TRUE
syn-0975,0,0.249984,1.446915,TRUE
syn-0976,0,0.072353,-0.746988,TRUE
syn-0977,0,0.020182,-0.697719,TRUE
syn-0978,0,0.007966,-1.590272,TRUE
syn-0979,0,0.110331,-0.429647,TRUE
syn-0980,0,0.618998,2.161776,TRUE
syn-0981,0,0.013396,0.457635,TRUE
syn-0982,0,0.00258,-0.575294,TRUE
syn-0983,0,0.005101,-0.265179,TRUE
syn-0984,0,0.289467,0.992056,TRUE
syn-0985,0,0.058075,0.658266,TRUE
syn-0986,1,0.010606,-1.030058,TRUE
syn-0987,0,0.327127,0.758616,TRUE
syn-0988,1,0.465157,0.463752,TRUE
syn-0989,0,0.245224,-1.329922,TRUE
syn-0990,0,0.083597,-0.753773,TRUE
syn-0991,0,0.693842,0.677273,TRUE
syn-0992,0,0.020706,-0.414033,TRUE
syn-0993,0,0.010157,-0.850635,TRUE
syn-0994,0,0.03291,0.276796,TRUE
syn-0995,0,0.007447,-0.878347,TRUE
syn-0996,1,0.144507,-0.122828,TRUE
syn-0997,0,0.097442,0.701829,TRUE
syn-0998,0,0.123304,0.397968,TRUE
syn-0999,0,0.101329,1.339424,TRUE
syn-1000,0,0.086152,0.002951,TRUE
syn-1001,0,0.560471,1.700672,TRUE
syn-1002,0,0.067937,0.031961,TRUE
syn-1003,0,0.006968,-0.840754,TRUE
syn-1004,0,0.111944,1.389121,TRUE
syn-1005,0,0.073724,0.02101,TRUE
syn-1006,0,0.088181,0.122261,TRUE
syn-1007,0,0.309506,1.086758,TRUE
syn-1008,0,0.011862,-0.767308,TRUE
syn-1009,0,0.035458,0.038091,TRUE
syn-1010,0,0.080131,1.107694,TRUE
syn-1011,0,0.121353,1.395958,TRUE
syn-1012,0,0.081588,-0.496837,TRUE
syn-1013,0,0.047473,0.548877,TRUE
syn-1014,0,0.014313,-0.712327,TRUE
syn-1015,0,0.550519,1.184763,TRUE
syn-1016,0,0.017776,-0.057577,TRUE
syn-1017,1,0.073772,-0.284384,TRUE
syn-1018,0,0.022847,-0.620556,TRUE
syn-1019,0,0.332302,1.309367,TRUE
syn-1020,0,0.015958,0.231204,TRUE
syn-1021,0,0.09018,0.77599,TRUE
syn-1022,0,0.045816,-0.285244,TRUE
syn-1023,0,0.473654,0.570566,TRUE
syn-1024,0,0.066193,-1.377717,TRUE
syn-1025,0,0.228142,1.590383,TRUE
syn-1026,0,0.008121,0.07005,TRUE
syn-1027,1,0.519757,1.123186,TRUE
syn-1028,0,0.133937,-1.004259,TRUE
syn-1029,0,0.006675,-1.190804,TRUE
syn-1030,0,0.040408,-0.253193,TRUE
syn-1031,0,0.001131,-0.822301,TRUE
syn-1032,0,0.020775,-1.008815,TRUE
syn-1033,0,0.139026,0.275308,TRUE
syn-1034,1,0.250918,-0.382609,TRUE
syn-1035,0,0.024417,0.068777,TRUE
syn-1036,0,0.414859,1.447038,TRUE
syn-1037,0,0.036405,1.188419,TRUE
syn-1038,0,0.025447,0.250846,TRUE
syn-1039,0,0.197111,-0.058842,TRUE
syn-1040,0,0.013255,-0.33791,TRUE
syn-1041,0,0.025607,-0.994049,TRUE
syn-1042,0,0.035935,0.614138,TRUE
syn-1043,0,0.022568,-2.338482,TRUE
syn-1044,0,0.006903,-0.812357,TRUE
syn-1045,0,0.004674,-0.880628,TRUE
syn-1046,0,0.030026,-1.50669,TRUE
syn-1047,0,0.023311,-1.885461,TRUE
syn-1048,0,0.023816,0.107582,TRUE
syn-1049,0,0.083511,0.343469,TRUE
syn-1050,0,0.493722,0.426245,TRUE
syn-1051,0,0.021294,0.295577,TRUE
syn-1052,0,0.160832,0.227508,TRUE
syn-1053,0,0.014125,1.297379,TRUE
syn-1054,0,0.040034,0.243773,TRUE
syn-1055,1,0.608048,1.273628,TRUE
syn-1056,0,0.234401,0.439002,TRUE
syn-1057,0,0.345157,1.792165,TRUE
syn-1058,0,0.052361,0.044864,TRUE
syn-1059,0,0.00099,-1.391535,TRUE
syn-1060,0,0.208029,0.558078,TRUE
syn-1061,0,0.002221,-0.992583,TRUE
syn-1062,0,0.083569,-0.980837,TRUE
syn-1063,0,0.02423,-0.445022,TRUE
syn-1064,0,0.182982,-1.023298,TRUE
syn-1065,1,0.313504,1.286384,TRUE
syn-1066,0,0.024008,-0.403629,TRUE
syn-1067,0,0.003065,-1.664671,TRUE
syn-1068,0,0.455607,1.383136,TRUE
syn-1069,0,0.020895,-0.695631,TRUE
syn-1070,0,0.03176,-0.355885,TRUE
syn-1071,0,0.03585,-1.650045,TRUE
syn-1072,0,0.017283,-1.384056,TRUE
syn-1073,0,0.015251,-1.516379,TRUE
syn-1074,1,0.466797,1.021939,TRUE
syn-1075,0,0.028528,0.534314,TRUE
syn-1076,0,0.09296,-0.349242,TRUE
syn-1077,0,0.040331,-0.588212,TRUE
syn-1078,0,0.051662,-0.278915,TRUE
syn-1079,0,0.003011,-0.978816,TRUE
syn-1080,0,0.018815,0.286993,TRUE
syn-1081,0,0.094172,0.624833,TRUE
syn-1082,0,0.01296,-0.686403,TRUE
syn-1083,0,0.17448,-0.953473,TRUE
syn-1084,0,0.050734,0.36038,TRUE
syn-1085,0,0.088198,-0.270764,TRUE
syn-1086,0,0.73909,0.325995,TRUE
syn-1087,0,0.071558,-0.310669,TRUE
syn-1088,0,0.157065,-0.38705,TRUE
syn-1089,0,0.011924,-0.43137,TRUE
syn-1090,0,0.020068,-0.094726,TRUE
syn-1091,0,0.551397,-0.43415,TRUE
syn-1092,0,0.069644,-0.203516,TRUE
syn-1093,0,0.087154,-1.020237,TRUE
syn-1094,0,0.024611,0.719659,TRUE
syn-1095,0,0.004923,-1.212,TRUE
syn-1096,0,0.465294,0.203536,TRUE
syn-1097,0,0.666943,0.711814,TRUE
syn-1098,0,0.004683,-0.84436,TRUE
syn-1099,0,0.030321,-0.311186,TRUE
syn-1100,0,0.106416,-0.656009,TRUE
syn-1101,0,0.027128,-1.012393,TRUE
syn-1102,0,0.015924,-0.841889,TRUE
syn-1103,0,0.10382,-0.493842,TRUE
syn-1104,0,0.037638,-0.268501,TRUE
syn-1105,0,0.136308,0.046568,TRUE
syn-1106,0,0.061472,-0.43465,TRUE
syn-1107,0,0.008631,-0.953139,TRUE
syn-1108,0,0.000866,-3.935626,TRUE
syn-1109,0,0.405952,1.594403,TRUE
syn-1110,0,0.29435,0.611015,TRUE
syn-1111,0,0.474056,2.103349,TRUE
syn-1112,0,0.532739,1.883364,TRUE
syn-1113,0,0.05268,2.062395,TRUE
syn-1114,0,0.035031,-1.058023,TRUE
syn-1115,0,0.154625,1.028078,TRUE
syn-1116,0,0.137793,0.744376,TRUE
syn-1117,0,0.026002,-1.729752,TRUE
syn-1118,0,0.014065,-0.710538,TRUE
syn-1119,0,0.040303,-1.119828,TRUE
syn-1120,0,0.016179,-1.177791,TRUE
syn-1121,0,0.003629,-1.999499,TRUE
syn-1122,0,0.009617,-0.470855,TRUE
syn-1123,0,0.253168,1.835035,TRUE
syn-1124,0,0.01381,-0.603012,TRUE
syn-1125,0,0.002799,-0.975216,TRUE
syn-1126,0,0.011777,-1.005841,TRUE
syn-1127,0,0.052054,-1.425297,TRUE
syn-1128,0,0.023093,-0.893853,TRUE
syn-1129,1,0.645389,0.781384,TRUE
syn-1130,0,0.018955,-0.415609,TRUE
syn-1131,0,0.034644,0.13345,TRUE
syn-1132,0,0.163622,0.527586,TRUE
syn-1133,0,0.049791,-0.296578,TRUE
syn-1134,0,0.196225,0.310996,TRUE
syn-1135,0,0.006871,-0.450983,TRUE
syn-1136,0,0.092339,0.053911,TRUE
syn-1137,0,0.006696,-1.812815,TRUE
syn-1138,0,0.289336,-0.17797,TRUE
syn-1139,0,0.041628,0.282572,TRUE
syn-1140,1,0.840424,1.398483,TRUE
syn-1141,0,0.01226,-1.217064,TRUE
syn-1142,0,0.020081,-1.883043,TRUE
syn-1143,0,0.419423,1.734012,TRUE
syn-1144,1,0.484623,0.932802,TRUE
syn-1145,0,0.035691,-0.926391,TRUE
syn-1146,0,0.046635,0.572676,TRUE
syn-1147,0,0.001313,-2.274329,TRUE
syn-1148,0,0.304885,1.428115,TRUE
syn-1149,0,0.009651,-0.633111,TRUE
syn-1150,0,0.012789,-0.948026,TRUE
syn-1151,0,0.586139,0.602571,TRUE
syn-1152,0,0.1171,-1.206077,TRUE
syn-1153,1,0.493901,0.28185,TRUE
syn-1154,0,0.126993,-0.373785,TRUE
syn-1155,1,0.333754,0.262413,TRUE
syn-1156,0,0.0851,0.421464,TRUE
syn-1157,0,0.067402,1.123278,TRUE
syn-1158,0,0.166646,0.067918,TRUE
syn-1159,0,0.057757,0.030654,TRUE
syn-1160,0,0.21422,0.717226,TRUE
syn-1161,0,0.007798,-0.990355,TRUE
syn-1162,0,0.329544,1.309323,TRUE
syn-1163,0,0.006773,-1.007542,TRUE
syn-1164,0,0.022269,-0.622838,TRUE
syn-1165,0,0.040866,0.111033,TRUE
syn-1166,0,0.009982,0.066298,TRUE
syn-1167,1,0.12301,0.841875,TRUE
syn-1168,0,0.007232,-0.9734,TRUE
syn-1169,0,0.248756,-1.085692,TRUE
syn-1170,0,0.186491,1.165564,TRUE
syn-1171,0,0.004718,-1.096001,TRUE
syn-1172,0,0.019891,-0.131022,TRUE
syn-1173,0,0.017409,-0.125175,TRUE
syn-1174,0,0.024671,-1.009259,TRUE
syn-1175,0,0.028094,-0.43746,TRUE
syn-1176,0,0.006114,-1.091716,TRUE
