# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios and interactions are fabricated. Not real banking data. Loan product lender names are real Indian lenders; their rates and limits are APPROXIMATE figures near published rate cards, not quotes, and imply no offer or approval.
user_id,monthly_income,monthly_expenses,existing_emi,credit_score,employment_type,employment_years,age,dependents,purpose,required_amount,preferred_tenure_months,risk_appetite,SYNTHETIC
syn-0205,38100.0,24100.0,6300.0,649,SELF_EMPLOYED,5.8,42,2,PERSONAL,102000.0,12,MODERATE,TRUE
syn-0206,119300.0,66600.0,2500.0,869,CONTRACT,2.7,30,2,VEHICLE,1275000.0,60,CONSERVATIVE,TRUE
syn-0207,59900.0,43000.0,3100.0,706,SELF_EMPLOYED,11.9,45,2,EDUCATION,818000.0,24,CONSERVATIVE,TRUE
syn-0208,76000.0,36600.0,8800.0,705,SELF_EMPLOYED,3.0,56,3,HOME,3702000.0,60,MODERATE,TRUE
syn-0209,44100.0,20400.0,100.0,662,SELF_EMPLOYED,14.3,50,0,HOME,2320000.0,84,CONSERVATIVE,TRUE
syn-0210,34200.0,23600.0,5600.0,685,SELF_EMPLOYED,4.6,40,2,VEHICLE,290000.0,24,MODERATE,TRUE
syn-0211,131400.0,65700.0,21400.0,641,SELF_EMPLOYED,7.2,51,0,EDUCATION,1772000.0,48,AGGRESSIVE,TRUE
syn-0212,341100.0,230200.0,18500.0,620,SALARIED,7.4,41,3,VEHICLE,5166000.0,24,AGGRESSIVE,TRUE
syn-0213,193300.0,96300.0,31700.0,632,SALARIED,6.9,30,0,EDUCATION,1390000.0,120,CONSERVATIVE,TRUE
syn-0214,73100.0,31400.0,10300.0,726,SALARIED,11.1,53,3,MEDICAL,169000.0,60,AGGRESSIVE,TRUE
syn-0215,37800.0,20400.0,2800.0,671,SELF_EMPLOYED,5.0,62,2,HOME,1886000.0,60,AGGRESSIVE,TRUE
syn-0216,121600.0,80000.0,4600.0,700,SALARIED,3.4,24,3,BUSINESS,600000.0,36,MODERATE,TRUE
syn-0217,95300.0,46600.0,4200.0,736,SALARIED,1.6,57,2,VEHICLE,1112000.0,60,MODERATE,TRUE
syn-0218,32200.0,11500.0,2500.0,779,SALARIED,0.1,27,2,VEHICLE,295000.0,48,AGGRESSIVE,TRUE
syn-0219,141600.0,55500.0,1000.0,656,CONTRACT,5.7,50,2,HOME,6833000.0,240,CONSERVATIVE,TRUE
syn-0220,109000.0,72800.0,1100.0,700,SALARIED,5.4,54,1,MEDICAL,895000.0,24,MODERATE,TRUE
syn-0221,36600.0,12400.0,6000.0,719,SALARIED,8.2,57,3,EDUCATION,236000.0,36,MODERATE,TRUE
syn-0222,37700.0,25100.0,200.0,803,SALARIED,3.2,34,0,PERSONAL,137000.0,12,AGGRESSIVE,TRUE
syn-0223,352000.0,242300.0,48100.0,624,SELF_EMPLOYED,8.3,32,2,EDUCATION,8846000.0,120,AGGRESSIVE,TRUE
syn-0224,170400.0,68000.0,16000.0,703,SELF_EMPLOYED,0.8,47,0,MEDICAL,698000.0,12,MODERATE,TRUE
syn-0225,94900.0,52400.0,4500.0,738,SALARIED,7.3,51,3,BUSINESS,2807000.0,48,CONSERVATIVE,TRUE
syn-0226,180300.0,59100.0,8500.0,694,SELF_EMPLOYED,6.6,37,0,PERSONAL,1284000.0,36,CONSERVATIVE,TRUE
syn-0227,58100.0,30800.0,800.0,629,CONTRACT,5.0,43,0,VEHICLE,816000.0,48,MODERATE,TRUE
syn-0228,29900.0,9200.0,1000.0,644,SALARIED,7.6,49,1,HOME,914000.0,180,AGGRESSIVE,TRUE
syn-0229,26200.0,14300.0,400.0,635,SALARIED,3.0,60,2,EDUCATION,495000.0,36,MODERATE,TRUE
syn-0230,134300.0,71000.0,19500.0,684,CONTRACT,11.0,47,2,HOME,6516000.0,60,AGGRESSIVE,TRUE
syn-0231,200000.0,122500.0,25500.0,771,SALARIED,17.5,50,2,VEHICLE,631000.0,60,MODERATE,TRUE
syn-0232,234500.0,96100.0,27200.0,581,SALARIED,8.9,55,0,PERSONAL,2199000.0,12,MODERATE,TRUE
syn-0233,155900.0,59900.0,24500.0,759,RETIRED,4.8,25,2,MEDICAL,732000.0,12,AGGRESSIVE,TRUE
syn-0234,278400.0,109400.0,34200.0,900,SELF_EMPLOYED,2.3,35,1,VEHICLE,4472000.0,12,AGGRESSIVE,TRUE
syn-0235,113300.0,67900.0,19400.0,751,SELF_EMPLOYED,1.8,39,0,EDUCATION,1545000.0,36,MODERATE,TRUE
syn-0236,110900.0,74600.0,11000.0,768,SALARIED,4.0,37,0,VEHICLE,587000.0,36,CONSERVATIVE,TRUE
syn-0237,322300.0,178700.0,13200.0,641,SALARIED,8.9,26,0,PERSONAL,2849000.0,24,CONSERVATIVE,TRUE
syn-0238,43300.0,11200.0,5000.0,667,SALARIED,8.7,27,1,VEHICLE,453000.0,48,AGGRESSIVE,TRUE
syn-0239,61600.0,29200.0,11000.0,765,SALARIED,5.8,54,2,EDUCATION,557000.0,120,CONSERVATIVE,TRUE
syn-0240,377400.0,116600.0,40100.0,609,SALARIED,9.7,56,3,BUSINESS,8166000.0,60,AGGRESSIVE,TRUE
syn-0241,26600.0,16300.0,4300.0,608,SALARIED,5.9,24,0,EDUCATION,249000.0,84,AGGRESSIVE,TRUE
syn-0242,384300.0,152300.0,10000.0,644,SALARIED,7.0,23,0,BUSINESS,8781000.0,120,MODERATE,TRUE
syn-0243,371300.0,235800.0,54100.0,722,RETIRED,4.4,49,2,PERSONAL,1438000.0,48,CONSERVATIVE,TRUE
syn-0244,53700.0,34100.0,3400.0,748,SELF_EMPLOYED,8.9,40,2,BUSINESS,1178000.0,84,MODERATE,TRUE
syn-0245,419400.0,125000.0,11100.0,700,SALARIED,3.9,38,2,EDUCATION,7225000.0,48,AGGRESSIVE,TRUE
syn-0246,62900.0,39300.0,200.0,712,SALARIED,5.6,45,0,BUSINESS,464000.0,36,MODERATE,TRUE
syn-0247,218500.0,95800.0,5500.0,658,SELF_EMPLOYED,6.6,40,2,EDUCATION,4862000.0,48,AGGRESSIVE,TRUE
syn-0248,64000.0,27900.0,10900.0,781,SELF_EMPLOYED,9.4,38,2,EDUCATION,465000.0,48,CONSERVATIVE,TRUE
syn-0249,310800.0,144000.0,14200.0,603,RETIRED,8.8,57,2,PERSONAL,1402000.0,36,CONSERVATIVE,TRUE
syn-0250,66500.0,17000.0,6000.0,741,CONTRACT,13.0,25,3,EDUCATION,1522000.0,84,CONSERVATIVE,TRUE
syn-0251,37400.0,25500.0,1900.0,707,SALARIED,0.3,37,2,MEDICAL,287000.0,24,CONSERVATIVE,TRUE
syn-0252,58500.0,16600.0,7800.0,776,SALARIED,1.3,45,0,BUSINESS,605000.0,24,AGGRESSIVE,TRUE
syn-0253,126400.0,79400.0,14100.0,763,SALARIED,10.7,42,1,EDUCATION,2551000.0,48,CONSERVATIVE,TRUE
syn-0254,236400.0,88700.0,25600.0,896,SELF_EMPLOYED,16.2,23,1,BUSINESS,2142000.0,84,CONSERVATIVE,TRUE
syn-0255,60000.0,31300.0,300.0,900,SELF_EMPLOYED,0.6,29,0,BUSINESS,1485000.0,24,CONSERVATIVE,TRUE
syn-0256,169000.0,91000.0,29000.0,462,SELF_EMPLOYED,6.3,58,0,EDUCATION,1437000.0,60,CONSERVATIVE,TRUE
syn-0257,119400.0,35000.0,3100.0,653,SELF_EMPLOYED,3.4,51,0,BUSINESS,2377000.0,120,MODERATE,TRUE
syn-0258,235200.0,64300.0,27700.0,763,SALARIED,6.7,44,1,EDUCATION,1150000.0,36,MODERATE,TRUE
syn-0259,31400.0,15400.0,4200.0,747,SALARIED,0.0,27,2,HOME,730000.0,60,CONSERVATIVE,TRUE
syn-0260,41100.0,23200.0,7300.0,708,CONTRACT,0.7,28,2,MEDICAL,57000.0,60,AGGRESSIVE,TRUE
syn-0261,174500.0,64200.0,27200.0,754,SALARIED,3.5,29,0,EDUCATION,1835000.0,48,MODERATE,TRUE
syn-0262,48000.0,31200.0,6800.0,767,SALARIED,1.4,43,2,HOME,1639000.0,84,MODERATE,TRUE
syn-0263,164500.0,86400.0,27800.0,544,SALARIED,0.7,43,0,PERSONAL,1249000.0,48,AGGRESSIVE,TRUE
syn-0264,327400.0,232700.0,40000.0,804,SALARIED,13.4,50,0,EDUCATION,2073000.0,84,CONSERVATIVE,TRUE
syn-0265,53100.0,18600.0,400.0,786,CONTRACT,5.1,33,1,HOME,2030000.0,84,MODERATE,TRUE
syn-0266,88400.0,33400.0,600.0,762,SELF_EMPLOYED,9.8,58,2,BUSINESS,2625000.0,120,AGGRESSIVE,TRUE
syn-0267,35800.0,25600.0,4000.0,689,SELF_EMPLOYED,12.7,47,0,VEHICLE,489000.0,36,MODERATE,TRUE
syn-0268,142100.0,51600.0,11500.0,852,SELF_EMPLOYED,13.5,47,2,EDUCATION,1891000.0,60,CONSERVATIVE,TRUE
syn-0269,36600.0,25700.0,5600.0,686,SELF_EMPLOYED,8.4,55,1,BUSINESS,801000.0,36,AGGRESSIVE,TRUE
syn-0270,267600.0,152700.0,6300.0,657,RETIRED,6.9,40,0,HOME,3505000.0,180,CONSERVATIVE,TRUE
syn-0271,36400.0,20400.0,6000.0,805,SELF_EMPLOYED,1.7,40,2,HOME,1088000.0,180,CONSERVATIVE,TRUE
syn-0272,154000.0,110700.0,26700.0,600,CONTRACT,1.5,32,0,BUSINESS,3701000.0,120,MODERATE,TRUE
syn-0273,31000.0,16100.0,3300.0,587,SELF_EMPLOYED,5.3,44,2,MEDICAL,188000.0,48,AGGRESSIVE,TRUE
syn-0274,38500.0,15700.0,1200.0,815,SALARIED,0.3,54,0,VEHICLE,193000.0,36,AGGRESSIVE,TRUE
syn-0275,225300.0,126700.0,34700.0,675,CONTRACT,0.7,51,1,MEDICAL,1337000.0,36,CONSERVATIVE,TRUE
syn-0276,150100.0,102600.0,1600.0,698,SALARIED,9.4,58,1,EDUCATION,2226000.0,120,MODERATE,TRUE
syn-0277,253700.0,147900.0,45400.0,691,SALARIED,6.4,56,2,BUSINESS,6424000.0,120,CONSERVATIVE,TRUE
syn-0278,452500.0,190900.0,28400.0,802,SELF_EMPLOYED,8.2,61,3,MEDICAL,1938000.0,12,CONSERVATIVE,TRUE
syn-0279,67000.0,42300.0,2700.0,655,SALARIED,3.5,59,1,HOME,2348000.0,180,MODERATE,TRUE
syn-0280,28000.0,16600.0,2700.0,766,SALARIED,12.0,59,1,EDUCATION,472000.0,36,AGGRESSIVE,TRUE
syn-0281,260800.0,167400.0,33600.0,641,SALARIED,5.6,60,3,VEHICLE,3995000.0,36,MODERATE,TRUE
syn-0282,289800.0,100900.0,48700.0,822,SALARIED,6.0,33,0,VEHICLE,2897000.0,24,CONSERVATIVE,TRUE
syn-0283,77100.0,47100.0,5300.0,690,CONTRACT,10.4,50,2,BUSINESS,2063000.0,60,AGGRESSIVE,TRUE
syn-0284,162500.0,52900.0,22000.0,759,SALARIED,9.7,31,1,MEDICAL,676000.0,60,CONSERVATIVE,TRUE
syn-0285,66500.0,41200.0,7200.0,803,SALARIED,9.0,44,3,PERSONAL,556000.0,24,AGGRESSIVE,TRUE
syn-0286,130300.0,64100.0,400.0,668,SALARIED,0.9,35,0,MEDICAL,243000.0,12,AGGRESSIVE,TRUE
syn-0287,253700.0,177300.0,14400.0,609,SALARIED,6.3,34,3,VEHICLE,2386000.0,24,MODERATE,TRUE
syn-0288,368300.0,248700.0,60600.0,829,SALARIED,7.6,32,0,VEHICLE,3745000.0,84,AGGRESSIVE,TRUE
syn-0289,153000.0,95000.0,3700.0,900,SALARIED,4.5,24,2,PERSONAL,859000.0,48,AGGRESSIVE,TRUE
syn-0290,153800.0,78300.0,5500.0,735,SELF_EMPLOYED,6.6,48,2,PERSONAL,444000.0,12,MODERATE,TRUE
syn-0291,347900.0,110600.0,7500.0,463,SALARIED,12.2,60,2,PERSONAL,2574000.0,36,AGGRESSIVE,TRUE
syn-0292,319100.0,132600.0,53400.0,629,SELF_EMPLOYED,5.0,33,0,BUSINESS,8517000.0,24,AGGRESSIVE,TRUE
syn-0293,355500.0,205800.0,55000.0,765,CONTRACT,1.4,27,2,BUSINESS,10575000.0,120,AGGRESSIVE,TRUE
syn-0294,117000.0,45200.0,13400.0,777,SALARIED,2.6,26,0,PERSONAL,495000.0,48,AGGRESSIVE,TRUE
syn-0295,83500.0,41300.0,8500.0,695,SALARIED,12.3,34,3,MEDICAL,575000.0,12,MODERATE,TRUE
syn-0296,25500.0,10400.0,3100.0,794,SELF_EMPLOYED,10.0,51,2,HOME,1071000.0,240,CONSERVATIVE,TRUE
syn-0297,147500.0,70500.0,8300.0,785,SALARIED,9.9,48,3,VEHICLE,2337000.0,12,CONSERVATIVE,TRUE
syn-0298,172300.0,100800.0,15500.0,738,SALARIED,4.6,36,1,HOME,8141000.0,84,CONSERVATIVE,TRUE
syn-0299,203800.0,77700.0,4400.0,570,SALARIED,7.5,53,2,MEDICAL,1195000.0,36,AGGRESSIVE,TRUE
syn-0300,60200.0,17100.0,5100.0,698,SALARIED,7.7,54,2,HOME,1855000.0,240,CONSERVATIVE,TRUE
syn-0301,254500.0,106300.0,31400.0,642,SELF_EMPLOYED,8.6,41,2,MEDICAL,1447000.0,12,MODERATE,TRUE
syn-0302,55000.0,17600.0,6900.0,710,SALARIED,9.7,45,2,MEDICAL,394000.0,60,MODERATE,TRUE
syn-0303,25400.0,16500.0,2600.0,669,SALARIED,4.3,45,0,VEHICLE,83000.0,36,AGGRESSIVE,TRUE
syn-0304,143900.0,43600.0,21800.0,739,SALARIED,10.8,62,3,MEDICAL,1055000.0,24,AGGRESSIVE,TRUE
syn-0305,50200.0,32600.0,7400.0,744,RETIRED,6.0,61,3,HOME,1141000.0,60,AGGRESSIVE,TRUE
syn-0306,179900.0,106700.0,29600.0,832,CONTRACT,7.9,47,3,HOME,8578000.0,180,MODERATE,TRUE
syn-0307,189000.0,55800.0,13300.0,793,SELF_EMPLOYED,8.1,58,0,EDUCATION,1321000.0,24,CONSERVATIVE,TRUE
syn-0308,118800.0,30500.0,14700.0,600,CONTRACT,2.8,49,0,EDUCATION,1060000.0,24,MODERATE,TRUE
syn-0309,40200.0,27400.0,6000.0,667,SALARIED,1.9,33,2,BUSINESS,1000000.0,84,AGGRESSIVE,TRUE
syn-0310,71300.0,18900.0,9300.0,609,SALARIED,5.6,48,2,EDUCATION,1038000.0,84,AGGRESSIVE,TRUE
syn-0311,67500.0,20100.0,1300.0,553,SALARIED,3.8,26,1,MEDICAL,214000.0,60,MODERATE,TRUE
syn-0312,463200.0,279900.0,75700.0,618,SELF_EMPLOYED,9.3,31,2,MEDICAL,3271000.0,24,AGGRESSIVE,TRUE
syn-0313,39600.0,13200.0,4000.0,639,SALARIED,6.9,50,0,HOME,631000.0,180,AGGRESSIVE,TRUE
syn-0314,41900.0,21500.0,600.0,788,SELF_EMPLOYED,2.5,41,3,VEHICLE,440000.0,24,AGGRESSIVE,TRUE
syn-0315,143900.0,67100.0,2600.0,603,SALARIED,2.9,32,2,VEHICLE,564000.0,48,AGGRESSIVE,TRUE
syn-0316,39100.0,16600.0,2000.0,598,SELF_EMPLOYED,1.8,42,2,HOME,559000.0,120,CONSERVATIVE,TRUE
syn-0317,407400.0,150200.0,42900.0,606,SALARIED,0.6,43,1,MEDICAL,495000.0,12,MODERATE,TRUE
syn-0318,105800.0,51500.0,300.0,567,SALARIED,4.7,46,0,HOME,3789000.0,240,AGGRESSIVE,TRUE
syn-0319,406800.0,136700.0,59000.0,900,SALARIED,4.8,35,3,VEHICLE,6394000.0,84,AGGRESSIVE,TRUE
syn-0320,288800.0,143300.0,1000.0,740,SELF_EMPLOYED,1.4,37,0,VEHICLE,3612000.0,60,MODERATE,TRUE
syn-0321,168100.0,105800.0,22300.0,691,SALARIED,0.9,41,0,BUSINESS,1145000.0,84,CONSERVATIVE,TRUE
syn-0322,80900.0,56100.0,6200.0,612,RETIRED,3.8,57,0,BUSINESS,2178000.0,84,MODERATE,TRUE
syn-0323,411000.0,240500.0,20200.0,634,SELF_EMPLOYED,0.6,61,1,PERSONAL,1230000.0,48,CONSERVATIVE,TRUE
syn-0324,493300.0,314000.0,56800.0,544,SELF_EMPLOYED,3.7,37,0,EDUCATION,11370000.0,84,CONSERVATIVE,TRUE
syn-0325,258800.0,96400.0,20000.0,783,CONTRACT,8.8,45,0,MEDICAL,1761000.0,36,MODERATE,TRUE
syn-0326,40700.0,10900.0,1600.0,881,SALARIED,4.3,35,3,PERSONAL,251000.0,24,AGGRESSIVE,TRUE
syn-0327,73200.0,21600.0,6900.0,762,SALARIED,9.5,62,2,PERSONAL,743000.0,24,CONSERVATIVE,TRUE
syn-0328,32100.0,9400.0,4800.0,748,SALARIED,7.4,60,0,BUSINESS,372000.0,120,CONSERVATIVE,TRUE
syn-0329,55200.0,17300.0,8000.0,843,SALARIED,0.9,25,0,MEDICAL,353000.0,36,CONSERVATIVE,TRUE
syn-0330,181300.0,60600.0,19200.0,677,SALARIED,2.5,39,1,BUSINESS,5377000.0,48,CONSERVATIVE,TRUE
syn-0331,410200.0,152700.0,14500.0,773,SALARIED,7.4,58,2,VEHICLE,4826000.0,12,AGGRESSIVE,TRUE
syn-0332,110900.0,70400.0,9000.0,832,SELF_EMPLOYED,8.7,59,2,HOME,2648000.0,84,MODERATE,TRUE
syn-0333,447400.0,300100.0,71300.0,659,SELF_EMPLOYED,4.8,31,2,EDUCATION,4623000.0,84,CONSERVATIVE,TRUE
syn-0334,137600.0,96700.0,9600.0,553,SALARIED,15.9,51,0,HOME,7410000.0,240,MODERATE,TRUE
syn-0335,140600.0,36300.0,1700.0,579,SALARIED,7.5,50,0,MEDICAL,1149000.0,48,CONSERVATIVE,TRUE
syn-0336,262200.0,130800.0,25800.0,768,SALARIED,5.3,60,1,HOME,12185000.0,180,CONSERVATIVE,TRUE
syn-0337,86700.0,39400.0,13100.0,728,SALARIED,8.2,41,2,VEHICLE,989000.0,84,MODERATE,TRUE
syn-0338,84700.0,43200.0,3500.0,707,SELF_EMPLOYED,3.3,44,0,BUSINESS,1745000.0,60,MODERATE,TRUE
syn-0339,413500.0,193900.0,4300.0,733,SELF_EMPLOYED,4.5,34,2,HOME,7321000.0,240,MODERATE,TRUE
syn-0340,27700.0,17400.0,1600.0,816,SELF_EMPLOYED,4.1,48,2,HOME,1400000.0,60,CONSERVATIVE,TRUE
syn-0341,29500.0,16100.0,1200.0,675,SALARIED,6.1,43,0,HOME,1575000.0,180,MODERATE,TRUE
syn-0342,391400.0,124900.0,52000.0,661,SELF_EMPLOYED,7.6,31,0,PERSONAL,1855000.0,36,MODERATE,TRUE
syn-0343,25200.0,9800.0,2100.0,797,SALARIED,3.3,52,0,MEDICAL,194000.0,60,CONSERVATIVE,TRUE
syn-0344,257900.0,167900.0,38700.0,801,SALARIED,3.5,60,2,VEHICLE,1269000.0,48,AGGRESSIVE,TRUE
syn-0345,65200.0,18100.0,1700.0,814,SALARIED,3.1,34,3,EDUCATION,1450000.0,84,AGGRESSIVE,TRUE
syn-0346,444600.0,133400.0,36200.0,683,SELF_EMPLOYED,0.8,59,2,HOME,10977000.0,120,CONSERVATIVE,TRUE
syn-0347,463100.0,295500.0,66100.0,590,SELF_EMPLOYED,12.2,58,3,MEDICAL,3767000.0,48,AGGRESSIVE,TRUE
syn-0348,342400.0,89400.0,26700.0,755,SELF_EMPLOYED,13.4,55,2,VEHICLE,5571000.0,24,AGGRESSIVE,TRUE
syn-0349,172500.0,88500.0,19700.0,614,SALARIED,6.1,62,0,PERSONAL,1795000.0,24,MODERATE,TRUE
syn-0350,32400.0,21300.0,800.0,615,SALARIED,4.0,58,2,VEHICLE,348000.0,60,AGGRESSIVE,TRUE
syn-0351,174200.0,52900.0,28900.0,712,SALARIED,8.9,38,0,BUSINESS,4751000.0,48,CONSERVATIVE,TRUE
syn-0352,135600.0,67100.0,19100.0,567,SALARIED,1.3,50,0,HOME,6043000.0,60,CONSERVATIVE,TRUE
syn-0353,43500.0,23400.0,1200.0,866,SALARIED,15.2,62,1,HOME,780000.0,180,MODERATE,TRUE
syn-0354,238300.0,148500.0,25200.0,791,SALARIED,15.6,26,0,MEDICAL,996000.0,12,AGGRESSIVE,TRUE
syn-0355,178800.0,65500.0,24100.0,604,CONTRACT,7.2,52,3,HOME,8478000.0,84,AGGRESSIVE,TRUE
syn-0356,278500.0,115600.0,19200.0,649,SALARIED,6.1,45,2,PERSONAL,670000.0,12,CONSERVATIVE,TRUE
syn-0357,48000.0,21500.0,6600.0,689,SELF_EMPLOYED,6.1,52,2,PERSONAL,233000.0,24,MODERATE,TRUE
syn-0358,77400.0,28700.0,13800.0,651,CONTRACT,3.7,32,2,VEHICLE,516000.0,60,AGGRESSIVE,TRUE
syn-0359,63300.0,32300.0,1800.0,592,SALARIED,8.2,37,0,EDUCATION,363000.0,24,MODERATE,TRUE
syn-0360,49200.0,35200.0,2600.0,636,CONTRACT,8.2,30,2,BUSINESS,592000.0,36,MODERATE,TRUE
syn-0361,31900.0,18300.0,1800.0,757,SALARIED,1.0,36,0,MEDICAL,183000.0,12,CONSERVATIVE,TRUE
syn-0362,71300.0,35000.0,2500.0,601,SALARIED,11.2,47,2,EDUCATION,1089000.0,60,CONSERVATIVE,TRUE
syn-0363,124600.0,36600.0,5800.0,815,SELF_EMPLOYED,5.4,45,2,BUSINESS,2042000.0,24,AGGRESSIVE,TRUE
syn-0364,96900.0,32400.0,17200.0,738,SALARIED,4.0,25,2,HOME,4446000.0,60,AGGRESSIVE,TRUE
syn-0365,301600.0,89900.0,40700.0,654,SALARIED,10.2,29,0,VEHICLE,1786000.0,48,AGGRESSIVE,TRUE
syn-0366,414100.0,210600.0,41500.0,793,SELF_EMPLOYED,5.6,48,1,HOME,9642000.0,120,AGGRESSIVE,TRUE
syn-0367,238000.0,162600.0,25300.0,664,SALARIED,4.4,27,0,BUSINESS,6699000.0,60,CONSERVATIVE,TRUE
syn-0368,50800.0,15700.0,7600.0,604,SELF_EMPLOYED,2.9,31,0,HOME,1585000.0,240,CONSERVATIVE,TRUE
syn-0369,498800.0,174900.0,2800.0,729,SALARIED,13.8,42,2,HOME,17594000.0,240,AGGRESSIVE,TRUE
syn-0370,44300.0,16800.0,6400.0,810,SELF_EMPLOYED,10.8,35,0,BUSINESS,569000.0,120,AGGRESSIVE,TRUE
syn-0371,164700.0,71400.0,20100.0,743,SALARIED,11.6,42,1,VEHICLE,1656000.0,84,CONSERVATIVE,TRUE
syn-0372,32000.0,22900.0,3100.0,679,SALARIED,3.0,51,2,MEDICAL,152000.0,24,MODERATE,TRUE
syn-0373,99700.0,53200.0,7700.0,668,SALARIED,6.5,60,0,BUSINESS,756000.0,120,CONSERVATIVE,TRUE
syn-0374,193700.0,69700.0,2800.0,754,RETIRED,0.4,49,1,BUSINESS,1609000.0,24,CONSERVATIVE,TRUE
syn-0375,374400.0,142300.0,38700.0,661,SALARIED,5.7,46,3,PERSONAL,991000.0,48,CONSERVATIVE,TRUE
syn-0376,170300.0,86900.0,12000.0,737,SALARIED,10.7,35,1,HOME,5717000.0,120,AGGRESSIVE,TRUE
syn-0377,38800.0,12200.0,1800.0,672,SALARIED,1.5,38,0,PERSONAL,310000.0,36,CONSERVATIVE,TRUE
syn-0378,32000.0,11800.0,3600.0,655,SALARIED,1.9,55,2,EDUCATION,258000.0,36,AGGRESSIVE,TRUE
syn-0379,26500.0,18500.0,3200.0,780,SELF_EMPLOYED,9.9,51,1,PERSONAL,281000.0,48,MODERATE,TRUE
syn-0380,31200.0,10900.0,2200.0,729,SELF_EMPLOYED,7.0,32,1,HOME,491000.0,60,AGGRESSIVE,TRUE
syn-0381,29500.0,8300.0,4700.0,578,SALARIED,12.1,42,2,VEHICLE,213000.0,48,AGGRESSIVE,TRUE
syn-0382,35000.0,22400.0,1700.0,900,CONTRACT,2.1,36,0,EDUCATION,842000.0,84,AGGRESSIVE,TRUE
syn-0383,29800.0,13500.0,700.0,650,SALARIED,3.9,47,1,HOME,886000.0,120,MODERATE,TRUE
syn-0384,185400.0,94900.0,32900.0,627,SALARIED,11.7,29,3,BUSINESS,1182000.0,48,MODERATE,TRUE
syn-0385,54600.0,35400.0,3200.0,677,SELF_EMPLOYED,7.8,61,2,HOME,2945000.0,60,MODERATE,TRUE
syn-0386,336100.0,132500.0,16100.0,731,SALARIED,13.0,27,0,BUSINESS,3139000.0,84,MODERATE,TRUE
syn-0387,119600.0,85100.0,9600.0,624,SALARIED,5.3,49,3,HOME,3683000.0,180,MODERATE,TRUE
syn-0388,156400.0,66000.0,23500.0,733,SELF_EMPLOYED,8.3,46,3,PERSONAL,1415000.0,24,MODERATE,TRUE
syn-0389,109400.0,42900.0,10200.0,655,SALARIED,16.0,56,2,PERSONAL,234000.0,36,CONSERVATIVE,TRUE
syn-0390,25200.0,13100.0,3600.0,741,SALARIED,13.4,62,2,PERSONAL,165000.0,24,CONSERVATIVE,TRUE
syn-0391,241100.0,61400.0,6500.0,658,SELF_EMPLOYED,6.1,61,3,EDUCATION,5999000.0,84,CONSERVATIVE,TRUE
syn-0392,215600.0,93200.0,7100.0,635,SALARIED,2.9,55,1,VEHICLE,3476000.0,12,CONSERVATIVE,TRUE
syn-0393,46300.0,17600.0,5700.0,759,SELF_EMPLOYED,8.0,57,0,MEDICAL,375000.0,24,CONSERVATIVE,TRUE
syn-0394,32500.0,19500.0,3400.0,645,SALARIED,7.6,28,0,EDUCATION,269000.0,84,AGGRESSIVE,TRUE
syn-0395,218000.0,62000.0,31000.0,624,SALARIED,5.8,26,2,MEDICAL,397000.0,36,AGGRESSIVE,TRUE
syn-0396,447400.0,164800.0,38500.0,721,SALARIED,4.3,49,0,EDUCATION,8632000.0,120,AGGRESSIVE,TRUE
syn-0397,183600.0,124000.0,32500.0,659,SALARIED,0.6,29,0,VEHICLE,2220000.0,24,CONSERVATIVE,TRUE
syn-0398,42600.0,15600.0,6500.0,725,SALARIED,10.2,29,1,HOME,1137000.0,180,AGGRESSIVE,TRUE
syn-0399,44300.0,12300.0,2000.0,832,SELF_EMPLOYED,6.1,36,2,HOME,1404000.0,60,MODERATE,TRUE
syn-0400,195900.0,76000.0,24500.0,528,CONTRACT,9.0,30,0,HOME,7414000.0,120,AGGRESSIVE,TRUE
syn-0401,89800.0,33200.0,12000.0,837,RETIRED,14.0,29,2,VEHICLE,420000.0,24,AGGRESSIVE,TRUE
syn-0402,139200.0,81600.0,23800.0,819,CONTRACT,7.8,44,0,BUSINESS,3844000.0,36,AGGRESSIVE,TRUE
syn-0403,87700.0,25300.0,15300.0,671,SALARIED,4.4,34,1,PERSONAL,420000.0,36,CONSERVATIVE,TRUE
syn-0404,25200.0,17700.0,1400.0,744,SALARIED,5.5,28,2,BUSINESS,359000.0,24,MODERATE,TRUE
syn-0405,272500.0,176300.0,4500.0,768,SELF_EMPLOYED,19.4,55,0,VEHICLE,1684000.0,36,CONSERVATIVE,TRUE
syn-0406,116000.0,81900.0,9400.0,742,SALARIED,17.3,32,0,HOME,3367000.0,84,MODERATE,TRUE
syn-0407,97500.0,62000.0,5000.0,724,RETIRED,19.8,55,2,BUSINESS,2018000.0,48,MODERATE,TRUE
syn-0408,287900.0,199300.0,48800.0,678,SALARIED,6.4,51,3,EDUCATION,3668000.0,60,MODERATE,TRUE
syn-0409,344200.0,216900.0,60200.0,788,SALARIED,8.4,33,3,MEDICAL,1480000.0,36,MODERATE,TRUE
syn-0410,217300.0,131300.0,32800.0,720,SELF_EMPLOYED,2.4,40,2,HOME,2733000.0,120,CONSERVATIVE,TRUE
syn-0411,440200.0,118500.0,39300.0,605,SALARIED,1.7,42,1,VEHICLE,5329000.0,36,CONSERVATIVE,TRUE
