# SYNTHETIC RELEVANCE LABELS — produced by training/labeling.py (LABELING_POLICY_VERSION 2.0.0). These are not observed customer choices. A model trained on them partially reproduces that policy.
group_id,user_id,split,label,raw_score,stress_failure_rate,demoted,noised,candidate_id,product_id,lender,tenure_months,strategy,required_amount,loan_amount,emi,total_interest,total_repayment,liquidation_amount,volatile_liquidation_amount,remaining_portfolio_value,resulting_liquidity_ratio,resulting_debt_burden_ratio,affordability_headroom,SYNTHETIC
143,syn-0190,test,1,0.625139,0.23,False,False,EL-302-475520-48-BORROW_80_LIQUIDATE_20,EL-302,Bank of Baroda,48,BORROW_80_LIQUIDATE_20,743000.0,475520.0,11698.32,85999.54,561519.54,118880.0,0.0,4070620.0,0.382477,0.295653,4001.68,TRUE
143,syn-0190,test,1,0.619604,0.23,False,False,EL-302-594400-60-BORROW_100,EL-302,Bank of Baroda,60,BORROW_100,743000.0,594400.0,12166.4,135583.91,729983.91,0.0,0.0,4189500.0,0.4,0.303429,3533.6,TRUE
143,syn-0190,test,1,0.654176,0.205,False,False,EL-302-475520-60-BORROW_80_LIQUIDATE_20,EL-302,Bank of Baroda,60,BORROW_80_LIQUIDATE_20,743000.0,475520.0,9733.12,108467.12,583987.12,118880.0,0.0,4070620.0,0.382477,0.263009,5966.88,TRUE
143,syn-0190,test,1,0.653026,0.205,False,False,EL-302-594400-84-BORROW_100,EL-302,Bank of Baroda,84,BORROW_100,743000.0,594400.0,9383.34,193800.91,788200.91,0.0,0.0,4189500.0,0.4,0.257198,6316.66,TRUE
143,syn-0190,test,2,0.680915,0.185,False,False,EL-302-475520-84-BORROW_80_LIQUIDATE_20,EL-302,Bank of Baroda,84,BORROW_80_LIQUIDATE_20,743000.0,475520.0,7506.68,155040.72,630560.72,118880.0,0.0,4070620.0,0.382477,0.226025,8193.32,TRUE
143,syn-0190,test,1,0.663136,0.185,False,False,EL-302-594400-120-BORROW_100,EL-302,Bank of Baroda,120,BORROW_100,743000.0,594400.0,7337.96,286154.87,880554.87,0.0,0.0,4189500.0,0.4,0.223222,8362.04,TRUE
143,syn-0190,test,2,0.689002,0.145,False,False,EL-302-475520-120-BORROW_80_LIQUIDATE_20,EL-302,Bank of Baroda,120,BORROW_80_LIQUIDATE_20,743000.0,475520.0,5870.37,228923.9,704443.9,118880.0,0.0,4070620.0,0.382477,0.198843,9829.63,TRUE
143,syn-0190,test,1,0.634637,0.26,False,False,EL-302-743000-60-BORROW_100,EL-302,Bank of Baroda,60,BORROW_100,743000.0,743000.0,15208.0,169479.88,912479.88,0.0,0.0,4189500.0,0.4,0.353953,492.0,TRUE
143,syn-0190,test,2,0.676416,0.23,False,False,EL-302-743000-84-BORROW_100,EL-302,Bank of Baroda,84,BORROW_100,743000.0,743000.0,11729.18,242251.13,985251.13,0.0,0.0,4189500.0,0.4,0.296166,3970.82,TRUE
143,syn-0190,test,2,0.689053,0.205,False,False,EL-302-743000-120-BORROW_100,EL-302,Bank of Baroda,120,BORROW_100,743000.0,743000.0,9172.45,357693.59,1100693.59,0.0,0.0,4189500.0,0.4,0.253695,6527.55,TRUE
143,syn-0190,test,0,0.600488,0.195,False,False,EL-303-89160-12-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,12,BORROW_20_LIQUIDATE_80,743000.0,89160.0,7992.84,6754.07,95914.07,356640.0,0.0,3832421.63,0.344096,0.2341,7707.16,TRUE
143,syn-0190,test,0,0.529868,0.235,False,False,EL-303-267480-24-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,24,BORROW_60_LIQUIDATE_40,743000.0,267480.0,12804.61,39830.64,307310.64,178320.0,0.0,4011180.0,0.373327,0.31403,2895.39,TRUE
143,syn-0190,test,1,0.597984,0.205,False,True,EL-303-178320-24-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,24,BORROW_40_LIQUIDATE_60,743000.0,178320.0,8536.41,26553.76,204873.76,267480.0,0.0,3922020.0,0.35908,0.24313,7163.59,TRUE
143,syn-0190,test,2,0.666037,0.095,False,False,EL-303-89160-24-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,24,BORROW_20_LIQUIDATE_80,743000.0,89160.0,4268.2,13276.88,102436.88,356640.0,0.0,3832421.63,0.344096,0.172229,11431.8,TRUE
143,syn-0190,test,0,0.49545,0.255,False,False,EL-303-445800-36-BORROW_100,EL-303,Axis Bank,36,BORROW_100,743000.0,445800.0,15171.51,100374.42,546174.42,0.0,0.0,4189500.0,0.4,0.353347,528.49,TRUE
143,syn-0190,test,0,0.543203,0.23,False,False,EL-303-356640-36-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,36,BORROW_80_LIQUIDATE_20,743000.0,356640.0,12137.21,80299.54,436939.54,89160.0,0.0,4100340.0,0.386953,0.302944,3562.79,TRUE
143,syn-0190,test,0,0.590957,0.205,False,False,EL-303-267480-36-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,36,BORROW_60_LIQUIDATE_40,743000.0,267480.0,9102.91,60224.65,327704.65,178320.0,0.0,4011180.0,0.373327,0.25254,6597.09,TRUE
143,syn-0190,test,1,0.63871,0.145,False,False,EL-303-178320-36-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,36,BORROW_40_LIQUIDATE_60,743000.0,178320.0,6068.6,40149.77,218469.77,267480.0,0.0,3922020.0,0.35908,0.202136,9631.4,TRUE
143,syn-0190,test,2,0.6864,0.075,False,False,EL-303-89160-36-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,36,BORROW_20_LIQUIDATE_80,743000.0,89160.0,3034.3,20074.88,109234.88,356640.0,0.0,3832421.63,0.344096,0.151733,12665.7,TRUE
143,syn-0190,test,0,0.540489,0.23,False,False,EL-303-445800-48-BORROW_100,EL-303,Axis Bank,48,BORROW_100,743000.0,445800.0,12115.16,135727.74,581527.74,0.0,0.0,4189500.0,0.4,0.302577,3584.84,TRUE
143,syn-0190,test,0,0.579235,0.205,False,False,EL-303-356640-48-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,48,BORROW_80_LIQUIDATE_20,743000.0,356640.0,9692.13,108582.19,465222.19,89160.0,0.0,4100340.0,0.386953,0.262328,6007.87,TRUE
143,syn-0190,test,1,0.617981,0.185,False,False,EL-303-267480-48-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,48,BORROW_60_LIQUIDATE_40,743000.0,267480.0,7269.1,81436.64,348916.64,178320.0,0.0,4011180.0,0.373327,0.222078,8430.9,TRUE
143,syn-0190,test,1,0.656726,0.115,False,False,EL-303-178320-48-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,48,BORROW_40_LIQUIDATE_60,743000.0,178320.0,4846.06,54291.1,232611.1,267480.0,0.0,3922020.0,0.35908,0.181828,10853.94,TRUE
143,syn-0190,test,2,0.695408,0.075,False,False,EL-303-89160-48-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,48,BORROW_20_LIQUIDATE_80,743000.0,89160.0,2423.03,27145.55,116305.55,356640.0,0.0,3832421.63,0.344096,0.141579,13276.97,TRUE
143,syn-0190,test,0,0.562591,0.205,False,False,EL-303-445800-60-BORROW_100,EL-303,Axis Bank,60,BORROW_100,743000.0,445800.0,10303.78,172426.86,618226.86,0.0,0.0,4189500.0,0.4,0.272488,5396.22,TRUE
143,syn-0190,test,0,0.596916,0.195,False,False,EL-303-356640-60-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,60,BORROW_80_LIQUIDATE_20,743000.0,356640.0,8243.02,137941.49,494581.49,89160.0,0.0,4100340.0,0.386953,0.238256,7456.98,TRUE
143,syn-0190,test,1,0.631241,0.145,False,False,EL-303-267480-60-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,60,BORROW_60_LIQUIDATE_40,743000.0,267480.0,6182.27,103456.11,370936.11,178320.0,0.0,4011180.0,0.373327,0.204024,9517.73,TRUE
143,syn-0190,test,2,0.665567,0.095,False,False,EL-303-178320-60-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,60,BORROW_40_LIQUIDATE_60,743000.0,178320.0,4121.51,68970.74,247290.74,267480.0,0.0,3922020.0,0.35908,0.169793,11578.49,TRUE
143,syn-0190,test,2,0.699828,0.075,False,False,EL-303-89160-60-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,60,BORROW_20_LIQUIDATE_80,743000.0,89160.0,2060.76,34485.37,123645.37,356640.0,0.0,3832421.63,0.344096,0.135561,13639.24,TRUE
143,syn-0190,test,1,0.576676,0.195,False,True,EL-303-445800-84-BORROW_100,EL-303,Axis Bank,84,BORROW_100,743000.0,445800.0,8280.59,249769.7,695569.7,0.0,0.0,4189500.0,0.4,0.23888,7419.41,TRUE
143,syn-0190,test,1,0.608184,0.16,False,False,EL-303-356640-84-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,84,BORROW_80_LIQUIDATE_20,743000.0,356640.0,6624.47,199815.76,556455.76,89160.0,0.0,4100340.0,0.386953,0.21137,9075.53,TRUE
143,syn-0190,test,1,0.639692,0.115,False,False,EL-303-267480-84-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,84,BORROW_60_LIQUIDATE_40,743000.0,267480.0,4968.35,149861.82,417341.82,178320.0,0.0,4011180.0,0.373327,0.18386,10731.65,TRUE
143,syn-0190,test,2,0.671201,0.08,False,False,EL-303-178320-84-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,84,BORROW_40_LIQUIDATE_60,743000.0,178320.0,3312.24,99907.88,278227.88,267480.0,0.0,3922020.0,0.35908,0.156349,12387.76,TRUE
143,syn-0190,test,2,0.702645,0.065,False,False,EL-303-89160-84-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,84,BORROW_20_LIQUIDATE_80,743000.0,89160.0,1656.12,49953.94,139113.94,356640.0,0.0,3832421.63,0.344096,0.128839,14043.88,TRUE
143,syn-0190,test,0,0.566161,0.17,False,False,EL-303-445800-120-BORROW_100,EL-303,Axis Bank,120,BORROW_100,743000.0,445800.0,6841.59,375191.01,820991.01,0.0,0.0,4189500.0,0.4,0.214977,8858.41,TRUE
143,syn-0190,test,0,0.599772,0.125,False,False,EL-303-356640-120-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,120,BORROW_80_LIQUIDATE_20,743000.0,356640.0,5473.27,300152.81,656792.81,89160.0,0.0,4100340.0,0.386953,0.192247,10226.73,TRUE
143,syn-0190,test,1,0.633384,0.095,False,False,EL-303-267480-120-BORROW_60_LIQUIDATE_40,EL-303,Axis Bank,120,BORROW_60_LIQUIDATE_40,743000.0,267480.0,4104.96,225114.6,492594.6,178320.0,0.0,4011180.0,0.373327,0.169518,11595.04,TRUE
143,syn-0190,test,2,0.666995,0.075,False,False,EL-303-178320-120-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,120,BORROW_40_LIQUIDATE_60,743000.0,178320.0,2736.64,150076.4,328396.4,267480.0,0.0,3922020.0,0.35908,0.146788,12963.36,TRUE
143,syn-0190,test,2,0.700542,0.065,False,False,EL-303-89160-120-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,120,BORROW_20_LIQUIDATE_80,743000.0,89160.0,1368.32,75038.2,164198.2,356640.0,0.0,3832421.63,0.344096,0.124058,14331.68,TRUE
143,syn-0190,test,1,0.613827,0.215,False,False,EL-303-118880-12-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,12,BORROW_20_LIQUIDATE_80,743000.0,118880.0,10657.12,9005.43,127885.43,475520.0,0.0,3711115.51,0.322656,0.278357,5042.88,TRUE
143,syn-0190,test,1,0.610759,0.225,False,False,EL-303-237760-24-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,24,BORROW_40_LIQUIDATE_60,743000.0,237760.0,11381.88,35405.02,273165.02,356640.0,0.0,3832421.63,0.344096,0.290397,4318.12,TRUE
143,syn-0190,test,2,0.701226,0.135,False,False,EL-303-118880-24-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,24,BORROW_20_LIQUIDATE_80,743000.0,118880.0,5690.94,17702.51,136582.51,475520.0,0.0,3711115.51,0.322656,0.195863,10009.06,TRUE
143,syn-0190,test,2,0.66506,0.195,False,False,EL-303-237760-36-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,36,BORROW_40_LIQUIDATE_60,743000.0,237760.0,8091.47,53533.03,291293.03,356640.0,0.0,3832421.63,0.344096,0.235739,7608.53,TRUE
143,syn-0190,test,3,0.728376,0.095,False,False,EL-303-118880-36-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,36,BORROW_20_LIQUIDATE_80,743000.0,118880.0,4045.74,26766.51,145646.51,475520.0,0.0,3711115.51,0.322656,0.168534,11654.26,TRUE
143,syn-0190,test,0,0.585824,0.235,False,False,EL-303-475520-48-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,48,BORROW_80_LIQUIDATE_20,743000.0,475520.0,12922.84,144776.26,620296.26,118880.0,0.0,4070620.0,0.382477,0.315994,2777.16,TRUE
143,syn-0190,test,2,0.689081,0.15,False,False,EL-303-237760-48-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,48,BORROW_40_LIQUIDATE_60,743000.0,237760.0,6461.42,72388.13,310148.13,356640.0,0.0,3832421.63,0.344096,0.208661,9238.58,TRUE
143,syn-0190,test,3,0.740387,0.08,False,False,EL-303-118880-48-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,48,BORROW_20_LIQUIDATE_80,743000.0,118880.0,3230.71,36194.06,155074.06,475520.0,0.0,3711115.51,0.322656,0.154995,12469.29,TRUE
143,syn-0190,test,0,0.563632,0.245,False,False,EL-303-594400-60-BORROW_100,EL-303,Axis Bank,60,BORROW_100,743000.0,594400.0,13738.37,229902.48,824302.48,0.0,0.0,4189500.0,0.4,0.329541,1961.63,TRUE
143,syn-0190,test,1,0.609399,0.215,False,False,EL-303-475520-60-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,60,BORROW_80_LIQUIDATE_20,743000.0,475520.0,10990.7,183921.98,659441.98,118880.0,0.0,4070620.0,0.382477,0.283899,4709.3,TRUE
143,syn-0190,test,2,0.700869,0.125,False,False,EL-303-237760-60-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,60,BORROW_40_LIQUIDATE_60,743000.0,237760.0,5495.35,91960.99,329720.99,356640.0,0.0,3832421.63,0.344096,0.192614,10204.65,TRUE
143,syn-0190,test,3,0.746281,0.075,False,False,EL-303-118880-60-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,60,BORROW_20_LIQUIDATE_80,743000.0,118880.0,2747.67,45980.5,164860.5,475520.0,0.0,3711115.51,0.322656,0.146971,12952.33,TRUE
143,syn-0190,test,0,0.582411,0.215,False,False,EL-303-594400-84-BORROW_100,EL-303,Axis Bank,84,BORROW_100,743000.0,594400.0,11040.79,333026.27,927426.27,0.0,0.0,4189500.0,0.4,0.284731,4659.21,TRUE
143,syn-0190,test,1,0.624423,0.205,False,False,EL-303-475520-84-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,84,BORROW_80_LIQUIDATE_20,743000.0,475520.0,8832.63,266421.01,741941.01,118880.0,0.0,4070620.0,0.382477,0.24805,6867.37,TRUE
143,syn-0190,test,3,0.708381,0.1,False,False,EL-303-237760-84-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,84,BORROW_40_LIQUIDATE_60,743000.0,237760.0,4416.32,133210.51,370970.51,356640.0,0.0,3832421.63,0.344096,0.17469,11283.68,TRUE
143,syn-0190,test,3,0.750037,0.075,False,False,EL-303-118880-84-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,84,BORROW_20_LIQUIDATE_80,743000.0,118880.0,2208.16,66605.25,185485.25,475520.0,0.0,3711115.51,0.322656,0.138009,13491.84,TRUE
143,syn-0190,test,0,0.568392,0.205,False,False,EL-303-594400-120-BORROW_100,EL-303,Axis Bank,120,BORROW_100,743000.0,594400.0,9122.12,500254.68,1094654.68,0.0,0.0,4189500.0,0.4,0.252859,6577.88,TRUE
143,syn-0190,test,1,0.613207,0.185,False,False,EL-303-475520-120-BORROW_80_LIQUIDATE_20,EL-303,Axis Bank,120,BORROW_80_LIQUIDATE_20,743000.0,475520.0,7297.7,400203.74,875723.74,118880.0,0.0,4070620.0,0.382477,0.222553,8402.3,TRUE
143,syn-0190,test,3,0.702773,0.09,False,False,EL-303-237760-120-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,120,BORROW_40_LIQUIDATE_60,743000.0,237760.0,3648.85,200101.87,437861.87,356640.0,0.0,3832421.63,0.344096,0.161941,12051.15,TRUE
143,syn-0190,test,3,0.747233,0.07,False,False,EL-303-118880-120-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,120,BORROW_20_LIQUIDATE_80,743000.0,118880.0,1824.42,100050.94,218930.94,475520.0,0.0,3711115.51,0.322656,0.131635,13875.58,TRUE
143,syn-0190,test,1,0.627166,0.245,False,False,EL-303-148600-12-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,12,BORROW_20_LIQUIDATE_80,743000.0,148600.0,13321.4,11256.79,159856.79,594400.0,0.0,3589809.39,0.299768,0.322615,2378.6,TRUE
143,syn-0190,test,1,0.623331,0.25,False,False,EL-303-297200-24-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,24,BORROW_40_LIQUIDATE_60,743000.0,297200.0,14227.34,44256.27,341456.27,445800.0,0.0,3741442.04,0.328147,0.337664,1472.66,TRUE
143,syn-0190,test,3,0.736415,0.18,False,False,EL-303-148600-24-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,24,BORROW_20_LIQUIDATE_80,743000.0,148600.0,7113.67,22128.14,170728.14,594400.0,0.0,3589809.39,0.299768,0.219496,8586.33,TRUE
143,syn-0190,test,2,0.691208,0.205,False,False,EL-303-297200-36-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,36,BORROW_40_LIQUIDATE_60,743000.0,297200.0,10114.34,66916.28,364116.28,445800.0,0.0,3741442.04,0.328147,0.269341,5585.66,TRUE
143,syn-0190,test,3,0.770353,0.115,False,False,EL-303-148600-36-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,36,BORROW_20_LIQUIDATE_80,743000.0,148600.0,5057.17,33458.14,182058.14,594400.0,0.0,3589809.39,0.299768,0.185335,10642.83,TRUE
143,syn-0190,test,3,0.721234,0.195,False,False,EL-303-297200-48-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,48,BORROW_40_LIQUIDATE_60,743000.0,297200.0,8076.77,90485.16,387685.16,445800.0,0.0,3741442.04,0.328147,0.235495,7623.23,TRUE
143,syn-0190,test,3,0.785366,0.095,False,False,EL-303-148600-48-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,48,BORROW_20_LIQUIDATE_80,743000.0,148600.0,4038.39,45242.58,193842.58,594400.0,0.0,3589809.39,0.299768,0.168412,11661.61,TRUE
143,syn-0190,test,3,0.735968,0.17,False,False,EL-303-297200-60-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,60,BORROW_40_LIQUIDATE_60,743000.0,297200.0,6869.19,114951.24,412151.24,445800.0,0.0,3741442.04,0.328147,0.215435,8830.81,TRUE
143,syn-0190,test,3,0.792733,0.09,False,False,EL-303-148600-60-BORROW_20_LIQUIDATE_80,EL-303,Axis Bank,60,BORROW_20_LIQUIDATE_80,743000.0,148600.0,3434.59,57475.62,206075.62,594400.0,0.0,3589809.39,0.299768,0.158382,12265.41,TRUE
143,syn-0190,test,0,0.588147,0.245,False,False,EL-303-743000-84-BORROW_100,EL-303,Axis Bank,84,BORROW_100,743000.0,743000.0,13800.99,416282.83,1159282.83,0.0,0.0,4189500.0,0.4,0.330581,1899.01,TRUE
143,syn-0190,test,2,0.745358,0.125,False,True,EL-303-297200-84-BORROW_40_LIQUIDATE_60,EL-303,Axis Bank,84,BORROW_40_LIQUIDATE_60,743000.0,297200.0,5520.39,166513.13,463713.13,445800.0,0.0,3741442.04,0.328147,0.19303,10179.61,TRUE
144,syn-0192,train,3,0.865831,0.0,False,False,NO-LOAN,,,,LIQUIDATE_100,1281000.0,0.0,0.0,0.0,0.0,1281000.0,0.0,7978000.0,0.535773,0.062281,77550.0,TRUE
144,syn-0192,train,0,0.514609,0.2,False,False,PL-401-768600-12-BORROW_100,PL-401,HDFC Bank,12,BORROW_100,1281000.0,768600.0,67894.3,46131.56,814731.56,0.0,0.0,9259000.0,0.6,0.360063,9655.7,TRUE
144,syn-0192,train,0,0.535573,0.115,False,False,PL-401-614880-12-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,12,BORROW_80_LIQUIDATE_20,1281000.0,614880.0,54315.44,36905.25,651785.25,153720.0,0.0,9105280.0,0.593247,0.300506,23234.56,TRUE
144,syn-0192,train,0,0.58803,0.065,False,False,PL-401-461160-12-BORROW_60_LIQUIDATE_40,PL-401,HDFC Bank,12,BORROW_60_LIQUIDATE_40,1281000.0,461160.0,40736.58,27678.94,488838.94,307440.0,0.0,8951560.0,0.586262,0.24095,36813.42,TRUE
144,syn-0192,train,0,0.640757,0.0,False,False,PL-401-307440-12-BORROW_40_LIQUIDATE_60,PL-401,HDFC Bank,12,BORROW_40_LIQUIDATE_60,1281000.0,307440.0,27157.72,18452.62,325892.62,461160.0,0.0,8797840.0,0.579033,0.181394,50392.28,TRUE
144,syn-0192,train,1,0.693485,0.0,False,False,PL-401-153720-12-BORROW_20_LIQUIDATE_80,PL-401,HDFC Bank,12,BORROW_20_LIQUIDATE_80,1281000.0,153720.0,13578.86,9226.31,162946.31,614880.0,0.0,8644120.0,0.571547,0.121837,63971.14,TRUE
144,syn-0192,train,0,0.624735,0.045,False,False,PL-401-768600-24-BORROW_100,PL-401,HDFC Bank,24,BORROW_100,1281000.0,768600.0,35787.11,90290.66,858890.66,0.0,0.0,9259000.0,0.6,0.219242,41762.89,TRUE
144,syn-0192,train,0,0.64903,0.0,False,False,PL-401-614880-24-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,24,BORROW_80_LIQUIDATE_20,1281000.0,614880.0,28629.69,72232.53,687112.53,153720.0,0.0,9105280.0,0.593247,0.18785,48920.31,TRUE
144,syn-0192,train,0,0.673326,0.0,False,False,PL-401-461160-24-BORROW_60_LIQUIDATE_40,PL-401,HDFC Bank,24,BORROW_60_LIQUIDATE_40,1281000.0,461160.0,21472.27,54174.4,515334.4,307440.0,0.0,8951560.0,0.586262,0.156457,56077.73,TRUE
144,syn-0192,train,1,0.697621,0.0,False,False,PL-401-307440-24-BORROW_40_LIQUIDATE_60,PL-401,HDFC Bank,24,BORROW_40_LIQUIDATE_60,1281000.0,307440.0,14314.84,36116.26,343556.26,461160.0,0.0,8797840.0,0.579033,0.125065,63235.16,TRUE
144,syn-0192,train,1,0.721917,0.0,False,False,PL-401-153720-24-BORROW_20_LIQUIDATE_80,PL-401,HDFC Bank,24,BORROW_20_LIQUIDATE_80,1281000.0,153720.0,7157.42,18058.13,171778.13,614880.0,0.0,8644120.0,0.571547,0.093673,70392.58,TRUE
144,syn-0192,train,0,0.666691,0.0,False,False,PL-401-768600-36-BORROW_100,PL-401,HDFC Bank,36,BORROW_100,1281000.0,768600.0,25126.6,135957.44,904557.44,0.0,0.0,9259000.0,0.6,0.172485,52423.4,TRUE
144,syn-0192,train,0,0.682596,0.0,False,False,PL-401-614880-36-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,36,BORROW_80_LIQUIDATE_20,1281000.0,614880.0,20101.28,108765.95,723645.95,153720.0,0.0,9105280.0,0.593247,0.150444,57448.72,TRUE
144,syn-0192,train,1,0.6985,0.0,False,False,PL-401-461160-36-BORROW_60_LIQUIDATE_40,PL-401,HDFC Bank,36,BORROW_60_LIQUIDATE_40,1281000.0,461160.0,15075.96,81574.46,542734.46,307440.0,0.0,8951560.0,0.586262,0.128403,62474.04,TRUE
144,syn-0192,train,1,0.714404,0.0,False,False,PL-401-307440-36-BORROW_40_LIQUIDATE_60,PL-401,HDFC Bank,36,BORROW_40_LIQUIDATE_60,1281000.0,307440.0,10050.64,54382.98,361822.98,461160.0,0.0,8797840.0,0.579033,0.106362,67499.36,TRUE
144,syn-0192,train,1,0.730308,0.0,False,False,PL-401-153720-36-BORROW_20_LIQUIDATE_80,PL-401,HDFC Bank,36,BORROW_20_LIQUIDATE_80,1281000.0,153720.0,5025.32,27191.49,180911.49,614880.0,0.0,8644120.0,0.571547,0.084322,72524.68,TRUE
144,syn-0192,train,0,0.683409,0.0,False,False,PL-401-768600-48-BORROW_100,PL-401,HDFC Bank,48,BORROW_100,1281000.0,768600.0,19827.56,183123.06,951723.06,0.0,0.0,9259000.0,0.6,0.149244,57722.44,TRUE
144,syn-0192,train,1,0.695969,0.0,False,False,PL-401-614880-48-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,48,BORROW_80_LIQUIDATE_20,1281000.0,614880.0,15862.05,146498.45,761378.45,153720.0,0.0,9105280.0,0.593247,0.131851,61687.95,TRUE
144,syn-0192,train,1,0.70853,0.0,False,False,PL-401-461160-48-BORROW_60_LIQUIDATE_40,PL-401,HDFC Bank,48,BORROW_60_LIQUIDATE_40,1281000.0,461160.0,11896.54,109873.84,571033.84,307440.0,0.0,8951560.0,0.586262,0.114459,65653.46,TRUE
144,syn-0192,train,1,0.721091,0.0,False,False,PL-401-307440-48-BORROW_40_LIQUIDATE_60,PL-401,HDFC Bank,48,BORROW_40_LIQUIDATE_60,1281000.0,307440.0,7931.03,73249.22,380689.22,461160.0,0.0,8797840.0,0.579033,0.097066,69618.97,TRUE
144,syn-0192,train,2,0.733651,0.0,False,False,PL-401-153720-48-BORROW_20_LIQUIDATE_80,PL-401,HDFC Bank,48,BORROW_20_LIQUIDATE_80,1281000.0,153720.0,3965.51,36624.61,190344.61,614880.0,0.0,8644120.0,0.571547,0.079673,73584.49,TRUE
144,syn-0192,train,1,0.689881,0.0,False,False,PL-401-768600-60-BORROW_100,PL-401,HDFC Bank,60,BORROW_100,1281000.0,768600.0,16672.92,231775.27,1000375.27,0.0,0.0,9259000.0,0.6,0.135408,60877.08,TRUE
144,syn-0192,train,1,0.701147,0.0,False,False,PL-401-614880-60-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,60,BORROW_80_LIQUIDATE_20,1281000.0,614880.0,13338.34,185420.22,800300.22,153720.0,0.0,9105280.0,0.593247,0.120782,64211.66,TRUE
144,syn-0192,train,1,0.712414,0.0,False,False,PL-401-461160-60-BORROW_60_LIQUIDATE_40,PL-401,HDFC Bank,60,BORROW_60_LIQUIDATE_40,1281000.0,461160.0,10003.75,139065.16,600225.16,307440.0,0.0,8951560.0,0.586262,0.106157,67546.25,TRUE
144,syn-0192,train,1,0.72368,0.0,False,False,PL-401-307440-60-BORROW_40_LIQUIDATE_60,PL-401,HDFC Bank,60,BORROW_40_LIQUIDATE_60,1281000.0,307440.0,6669.17,92710.11,400150.11,461160.0,0.0,8797840.0,0.579033,0.091531,70880.83,TRUE
144,syn-0192,train,2,0.734946,0.0,False,False,PL-401-153720-60-BORROW_20_LIQUIDATE_80,PL-401,HDFC Bank,60,BORROW_20_LIQUIDATE_80,1281000.0,153720.0,3334.58,46355.05,200075.05,614880.0,0.0,8644120.0,0.571547,0.076906,74215.42,TRUE
144,syn-0192,train,0,0.567431,0.205,False,False,PL-401-819840-12-BORROW_80_LIQUIDATE_20,PL-401,HDFC Bank,12,BORROW_80_LIQUIDATE_20,1281000.0,819840.0,72420.58,49207.0,869047.0,204960.0,0.0,9054040.0,0.590945,0.379915,5129.42,TRUE
