# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios and interactions are fabricated. Not real banking data. Loan product lender names are real Indian lenders; their rates and limits are APPROXIMATE figures near published rate cards, not quotes, and imply no offer or approval.
user_id,archetype,asset_type,current_value,invested_value,SYNTHETIC
syn-0150,balanced,FIXED_DEPOSIT,421625.0,517687.83,TRUE
syn-0150,balanced,MUTUAL_FUNDS,505950.0,453535.88,TRUE
syn-0150,balanced,STOCKS,337300.0,307006.84,TRUE
syn-0150,balanced,BONDS,168650.0,229855.39,TRUE
syn-0151,volatile_heavy,CASH,118680.0,83661.31,TRUE
syn-0151,volatile_heavy,STOCKS,1305480.0,1212699.33,TRUE
syn-0151,volatile_heavy,CRYPTO,949440.0,847717.99,TRUE
syn-0152,balanced,CASH,3205140.0,2782578.21,TRUE
syn-0152,balanced,FIXED_DEPOSIT,5341900.0,4387660.6,TRUE
syn-0152,balanced,MUTUAL_FUNDS,6410280.0,6812053.54,TRUE
syn-0152,balanced,STOCKS,4273520.0,4496180.22,TRUE
syn-0152,balanced,BONDS,2136760.0,2182749.18,TRUE
syn-0154,balanced,CASH,46980.0,46800.8,TRUE
syn-0154,balanced,FIXED_DEPOSIT,78300.0,66728.4,TRUE
syn-0154,balanced,MUTUAL_FUNDS,93960.0,140992.65,TRUE
syn-0154,balanced,STOCKS,62640.0,79056.97,TRUE
syn-0154,balanced,BONDS,31320.0,22337.4,TRUE
syn-0155,equity_tilted,CASH,398944.0,540351.78,TRUE
syn-0155,equity_tilted,MUTUAL_FUNDS,1595776.0,1560254.43,TRUE
syn-0155,equity_tilted,STOCKS,2493400.0,2134942.64,TRUE
syn-0155,equity_tilted,BONDS,498680.0,494165.51,TRUE
syn-0156,cash_heavy,CASH,2305380.0,2452658.45,TRUE
syn-0156,cash_heavy,FIXED_DEPOSIT,1467060.0,1146589.23,TRUE
syn-0156,cash_heavy,MUTUAL_FUNDS,419160.0,569493.86,TRUE
syn-0158,cash_heavy,CASH,147785.0,115687.82,TRUE
syn-0158,cash_heavy,FIXED_DEPOSIT,94045.0,71286.02,TRUE
syn-0158,cash_heavy,MUTUAL_FUNDS,26870.0,33520.63,TRUE
syn-0160,equity_tilted,CASH,305088.0,381377.0,TRUE
syn-0160,equity_tilted,MUTUAL_FUNDS,1220352.0,1015923.75,TRUE
syn-0160,equity_tilted,STOCKS,1906800.0,1670255.22,TRUE
syn-0160,equity_tilted,BONDS,381360.0,265999.14,TRUE
syn-0162,equity_tilted,CASH,474536.0,383535.95,TRUE
syn-0162,equity_tilted,MUTUAL_FUNDS,1898144.0,1407514.7,TRUE
syn-0162,equity_tilted,STOCKS,2965850.0,2781919.25,TRUE
syn-0162,equity_tilted,BONDS,593170.0,533232.94,TRUE
syn-0163,balanced,CASH,99855.0,106046.93,TRUE
syn-0163,balanced,FIXED_DEPOSIT,166425.0,205042.13,TRUE
syn-0163,balanced,MUTUAL_FUNDS,199710.0,222779.14,TRUE
syn-0163,balanced,STOCKS,133140.0,184868.1,TRUE
syn-0163,balanced,BONDS,66570.0,75541.8,TRUE
syn-0164,volatile_heavy,CASH,588190.0,467517.79,TRUE
syn-0164,volatile_heavy,STOCKS,6470090.0,8610139.78,TRUE
syn-0164,volatile_heavy,CRYPTO,4705520.0,4252463.34,TRUE
syn-0165,cash_heavy,CASH,8227065.0,7869679.69,TRUE
syn-0165,cash_heavy,FIXED_DEPOSIT,5235405.0,6055746.22,TRUE
syn-0165,cash_heavy,MUTUAL_FUNDS,1495830.0,1585668.96,TRUE
syn-0166,balanced,CASH,1608690.0,1797724.05,TRUE
syn-0166,balanced,FIXED_DEPOSIT,2681150.0,2637283.46,TRUE
syn-0166,balanced,MUTUAL_FUNDS,3217380.0,3091623.68,TRUE
syn-0166,balanced,STOCKS,2144920.0,2103553.95,TRUE
syn-0166,balanced,BONDS,1072460.0,1135613.57,TRUE
syn-0168,cash_heavy,CASH,1317250.0,1141403.41,TRUE
syn-0168,cash_heavy,FIXED_DEPOSIT,838250.0,693790.35,TRUE
syn-0168,cash_heavy,MUTUAL_FUNDS,239500.0,165361.18,TRUE
syn-0169,volatile_heavy,CASH,146920.0,144062.69,TRUE
syn-0169,volatile_heavy,STOCKS,1616120.0,2247790.39,TRUE
syn-0169,volatile_heavy,CRYPTO,1175360.0,1293012.16,TRUE
syn-0170,balanced,CASH,3681075.0,3306626.38,TRUE
syn-0170,balanced,FIXED_DEPOSIT,6135125.0,6104467.35,TRUE
syn-0170,balanced,MUTUAL_FUNDS,7362150.0,5213127.6,TRUE
syn-0170,balanced,STOCKS,4908100.0,3617624.95,TRUE
syn-0170,balanced,BONDS,2454050.0,1947414.16,TRUE
syn-0171,conservative_income,FIXED_DEPOSIT,1059390.0,1118532.59,TRUE
syn-0171,conservative_income,BONDS,941680.0,675893.97,TRUE
syn-0171,conservative_income,CASH,353130.0,482344.63,TRUE
syn-0174,balanced,CASH,19290.0,24383.62,TRUE
syn-0174,balanced,FIXED_DEPOSIT,32150.0,28515.63,TRUE
syn-0174,balanced,MUTUAL_FUNDS,38580.0,29411.39,TRUE
syn-0174,balanced,STOCKS,25720.0,23906.87,TRUE
syn-0174,balanced,BONDS,12860.0,10534.05,TRUE
syn-0175,volatile_heavy,CASH,105630.0,81915.7,TRUE
syn-0175,volatile_heavy,STOCKS,1161930.0,1670488.46,TRUE
syn-0175,volatile_heavy,CRYPTO,845040.0,986089.71,TRUE
syn-0177,equity_tilted,CASH,37336.0,32037.52,TRUE
syn-0177,equity_tilted,MUTUAL_FUNDS,149344.0,139634.81,TRUE
syn-0177,equity_tilted,STOCKS,233350.0,283112.16,TRUE
syn-0177,equity_tilted,BONDS,46670.0,37410.82,TRUE
syn-0178,cash_heavy,CASH,9758485.0,9809101.72,TRUE
syn-0178,cash_heavy,FIXED_DEPOSIT,6209945.0,8478175.25,TRUE
syn-0178,cash_heavy,MUTUAL_FUNDS,1774270.0,1569146.21,TRUE
syn-0180,balanced,CASH,120885.0,85409.66,TRUE
syn-0180,balanced,FIXED_DEPOSIT,201475.0,219516.27,TRUE
syn-0180,balanced,MUTUAL_FUNDS,241770.0,167880.85,TRUE
syn-0180,balanced,STOCKS,161180.0,130029.77,TRUE
syn-0180,balanced,BONDS,80590.0,106207.3,TRUE
syn-0181,equity_tilted,CASH,2276952.0,2464007.26,TRUE
syn-0181,equity_tilted,MUTUAL_FUNDS,9107808.0,7116549.08,TRUE
syn-0181,equity_tilted,STOCKS,14230950.0,15121638.29,TRUE
syn-0181,equity_tilted,BONDS,2846190.0,2009736.05,TRUE
syn-0184,volatile_heavy,CASH,180005.0,188769.53,TRUE
syn-0184,volatile_heavy,STOCKS,1980055.0,2381101.67,TRUE
syn-0184,volatile_heavy,CRYPTO,1440040.0,1426405.23,TRUE
syn-0185,cash_heavy,CASH,43670.0,36351.75,TRUE
syn-0185,cash_heavy,FIXED_DEPOSIT,27790.0,32115.21,TRUE
syn-0185,cash_heavy,MUTUAL_FUNDS,7940.0,6823.6,TRUE
syn-0186,cash_heavy,CASH,13735480.0,11354866.2,TRUE
syn-0186,cash_heavy,FIXED_DEPOSIT,8740760.0,11895380.7,TRUE
syn-0186,cash_heavy,MUTUAL_FUNDS,2497360.0,2652043.32,TRUE
syn-0188,equity_tilted,CASH,50280.0,56761.97,TRUE
syn-0188,equity_tilted,MUTUAL_FUNDS,201120.0,271048.42,TRUE
syn-0188,equity_tilted,STOCKS,314250.0,421571.83,TRUE
syn-0188,equity_tilted,BONDS,62850.0,46339.32,TRUE
syn-0189,volatile_heavy,CASH,59800.0,45769.21,TRUE
syn-0189,volatile_heavy,STOCKS,657800.0,758126.81,TRUE
syn-0189,volatile_heavy,CRYPTO,478400.0,667664.28,TRUE
syn-0190,equity_tilted,CASH,335160.0,300851.02,TRUE
syn-0190,equity_tilted,MUTUAL_FUNDS,1340640.0,1630722.39,TRUE
syn-0190,equity_tilted,STOCKS,2094750.0,2983136.83,TRUE
syn-0190,equity_tilted,BONDS,418950.0,556724.6,TRUE
syn-0191,conservative_income,FIXED_DEPOSIT,212985.0,214971.03,TRUE
syn-0191,conservative_income,BONDS,189320.0,136466.98,TRUE
syn-0191,conservative_income,CASH,70995.0,53963.25,TRUE
syn-0192,conservative_income,FIXED_DEPOSIT,4166550.0,3492772.11,TRUE
syn-0192,conservative_income,BONDS,3703600.0,4744139.32,TRUE
syn-0192,conservative_income,CASH,1388850.0,979719.23,TRUE
syn-0193,conservative_income,FIXED_DEPOSIT,10493685.0,12130386.33,TRUE
syn-0193,conservative_income,BONDS,9327720.0,7839433.89,TRUE
syn-0193,conservative_income,CASH,3497895.0,3078596.07,TRUE
syn-0194,conservative_income,FIXED_DEPOSIT,2569455.0,2536918.35,TRUE
syn-0194,conservative_income,BONDS,2283960.0,1582848.9,TRUE
syn-0194,conservative_income,CASH,856485.0,1212833.43,TRUE
syn-0196,balanced,CASH,1789095.0,2672081.57,TRUE
syn-0196,balanced,FIXED_DEPOSIT,2981825.0,2603620.72,TRUE
syn-0196,balanced,MUTUAL_FUNDS,3578190.0,3212783.87,TRUE
syn-0196,balanced,STOCKS,2385460.0,3265290.97,TRUE
syn-0196,balanced,BONDS,1192730.0,1335164.25,TRUE
syn-0198,cash_heavy,CASH,6633880.0,8223981.96,TRUE
syn-0198,cash_heavy,FIXED_DEPOSIT,4221560.0,4025969.59,TRUE
syn-0198,cash_heavy,MUTUAL_FUNDS,1206160.0,1606997.41,TRUE
syn-0199,conservative_income,FIXED_DEPOSIT,346995.0,414992.47,TRUE
syn-0199,conservative_income,BONDS,308440.0,350369.69,TRUE
syn-0199,conservative_income,CASH,115665.0,89154.3,TRUE
syn-0200,equity_tilted,CASH,496016.0,537420.13,TRUE
syn-0200,equity_tilted,MUTUAL_FUNDS,1984064.0,1415801.75,TRUE
syn-0200,equity_tilted,STOCKS,3100100.0,2355534.45,TRUE
syn-0200,equity_tilted,BONDS,620020.0,932970.25,TRUE
syn-0201,volatile_heavy,CASH,68620.0,72681.9,TRUE
syn-0201,volatile_heavy,STOCKS,754820.0,854880.72,TRUE
syn-0201,volatile_heavy,CRYPTO,548960.0,394711.93,TRUE
syn-0202,balanced,CASH,53220.0,69446.06,TRUE
syn-0202,balanced,FIXED_DEPOSIT,88700.0,102382.55,TRUE
syn-0202,balanced,MUTUAL_FUNDS,106440.0,103097.5,TRUE
syn-0202,balanced,STOCKS,70960.0,55962.23,TRUE
syn-0202,balanced,BONDS,35480.0,34639.78,TRUE
syn-0203,balanced,CASH,75105.0,76519.0,TRUE
syn-0203,balanced,FIXED_DEPOSIT,125175.0,167259.2,TRUE
syn-0203,balanced,MUTUAL_FUNDS,150210.0,175299.66,TRUE
syn-0203,balanced,STOCKS,100140.0,117521.72,TRUE
syn-0203,balanced,BONDS,50070.0,34831.84,TRUE
syn-0204,balanced,CASH,2758275.0,2924266.62,TRUE
syn-0204,balanced,FIXED_DEPOSIT,4597125.0,4312957.22,TRUE
syn-0204,balanced,MUTUAL_FUNDS,5516550.0,7270755.17,TRUE
syn-0204,balanced,STOCKS,3677700.0,3650190.35,TRUE
syn-0204,balanced,BONDS,1838850.0,2776818.38,TRUE
syn-0205,conservative_income,FIXED_DEPOSIT,364050.0,347214.11,TRUE
syn-0205,conservative_income,BONDS,323600.0,272172.24,TRUE
syn-0205,conservative_income,CASH,121350.0,93349.62,TRUE
syn-0206,conservative_income,FIXED_DEPOSIT,10050885.0,7906441.84,TRUE
syn-0206,conservative_income,BONDS,8934120.0,7896154.73,TRUE
syn-0206,conservative_income,CASH,3350295.0,4497695.41,TRUE
syn-0207,cash_heavy,CASH,7668100.0,6285740.77,TRUE
syn-0207,cash_heavy,FIXED_DEPOSIT,4879700.0,5315846.31,TRUE
syn-0207,cash_heavy,MUTUAL_FUNDS,1394200.0,1030396.52,TRUE
syn-0208,conservative_income,FIXED_DEPOSIT,187155.0,220165.3,TRUE
syn-0208,conservative_income,BONDS,166360.0,155294.15,TRUE
syn-0208,conservative_income,CASH,62385.0,79935.69,TRUE
syn-0210,equity_tilted,CASH,71320.0,50976.68,TRUE
syn-0210,equity_tilted,MUTUAL_FUNDS,285280.0,233549.37,TRUE
syn-0210,equity_tilted,STOCKS,445750.0,347812.91,TRUE
syn-0210,equity_tilted,BONDS,89150.0,97060.95,TRUE
syn-0211,cash_heavy,CASH,2981605.0,2529211.72,TRUE
syn-0211,cash_heavy,FIXED_DEPOSIT,1897385.0,2394882.36,TRUE
syn-0211,cash_heavy,MUTUAL_FUNDS,542110.0,383700.05,TRUE
syn-0212,volatile_heavy,CASH,3933045.0,4387589.73,TRUE
syn-0212,volatile_heavy,STOCKS,43263495.0,34880084.33,TRUE
syn-0212,volatile_heavy,CRYPTO,31464360.0,48150704.8,TRUE
syn-0214,balanced,CASH,49665.0,45784.08,TRUE
syn-0214,balanced,FIXED_DEPOSIT,82775.0,79751.32,TRUE
syn-0214,balanced,MUTUAL_FUNDS,99330.0,150662.34,TRUE
syn-0214,balanced,STOCKS,66220.0,65892.88,TRUE
syn-0214,balanced,BONDS,33110.0,27409.95,TRUE
syn-0215,equity_tilted,CASH,118576.0,139640.74,TRUE
syn-0215,equity_tilted,MUTUAL_FUNDS,474304.0,400993.91,TRUE
syn-0215,equity_tilted,STOCKS,741100.0,829110.53,TRUE
syn-0215,equity_tilted,BONDS,148220.0,115951.7,TRUE
syn-0219,cash_heavy,CASH,492470.0,428508.74,TRUE
syn-0219,cash_heavy,FIXED_DEPOSIT,313390.0,277500.96,TRUE
syn-0219,cash_heavy,MUTUAL_FUNDS,89540.0,81899.39,TRUE
syn-0221,equity_tilted,CASH,17568.0,16804.3,TRUE
syn-0221,equity_tilted,MUTUAL_FUNDS,70272.0,79339.37,TRUE
syn-0221,equity_tilted,STOCKS,109800.0,90079.16,TRUE
syn-0221,equity_tilted,BONDS,21960.0,19925.99,TRUE
syn-0223,volatile_heavy,CASH,1148605.0,1285400.24,TRUE
syn-0223,volatile_heavy,STOCKS,12634655.0,9810102.81,TRUE
syn-0223,volatile_heavy,CRYPTO,9188840.0,7701288.41,TRUE
syn-0225,conservative_income,FIXED_DEPOSIT,6227820.0,9419570.43,TRUE
syn-0225,conservative_income,BONDS,5535840.0,4808440.51,TRUE
syn-0225,conservative_income,CASH,2075940.0,1720702.66,TRUE
syn-0226,conservative_income,FIXED_DEPOSIT,6759000.0,8372516.28,TRUE
syn-0226,conservative_income,BONDS,6008000.0,4402898.66,TRUE
syn-0226,conservative_income,CASH,2253000.0,1647629.54,TRUE
syn-0227,balanced,CASH,1138380.0,917881.16,TRUE
syn-0227,balanced,FIXED_DEPOSIT,1897300.0,1777910.82,TRUE
syn-0227,balanced,MUTUAL_FUNDS,2276760.0,2285979.77,TRUE
syn-0227,balanced,STOCKS,1517840.0,1202141.11,TRUE
syn-0227,balanced,BONDS,758920.0,871355.32,TRUE
syn-0228,conservative_income,FIXED_DEPOSIT,589905.0,537330.81,TRUE
syn-0228,conservative_income,BONDS,524360.0,548172.63,TRUE
syn-0228,conservative_income,CASH,196635.0,243998.9,TRUE
syn-0229,conservative_income,FIXED_DEPOSIT,520110.0,409565.79,TRUE
syn-0229,conservative_income,BONDS,462320.0,600410.48,TRUE
syn-0229,conservative_income,CASH,173370.0,127785.59,TRUE
syn-0230,conservative_income,FIXED_DEPOSIT,6121080.0,6117839.52,TRUE
syn-0230,conservative_income,BONDS,5440960.0,5226841.46,TRUE
syn-0230,conservative_income,CASH,2040360.0,2421920.58,TRUE
syn-0231,volatile_heavy,CASH,119890.0,91749.74,TRUE
syn-0231,volatile_heavy,STOCKS,1318790.0,1198625.35,TRUE
syn-0231,volatile_heavy,CRYPTO,959120.0,752233.43,TRUE
syn-0232,equity_tilted,CASH,680016.0,532460.76,TRUE
syn-0232,equity_tilted,MUTUAL_FUNDS,2720064.0,3455523.85,TRUE
syn-0232,equity_tilted,STOCKS,4250100.0,3404859.07,TRUE
syn-0232,equity_tilted,BONDS,850020.0,775121.84,TRUE
syn-0233,conservative_income,FIXED_DEPOSIT,6502950.0,6794857.07,TRUE
syn-0233,conservative_income,BONDS,5780400.0,3997202.99,TRUE
syn-0233,conservative_income,CASH,2167650.0,1904599.46,TRUE
syn-0236,balanced,CASH,409935.0,417426.28,TRUE
syn-0236,balanced,FIXED_DEPOSIT,683225.0,595868.48,TRUE
syn-0236,balanced,MUTUAL_FUNDS,819870.0,636429.42,TRUE
syn-0236,balanced,STOCKS,546580.0,412018.17,TRUE
syn-0236,balanced,BONDS,273290.0,358623.02,TRUE
syn-0237,volatile_heavy,CASH,2931325.0,3336791.74,TRUE
syn-0237,volatile_heavy,STOCKS,32244575.0,34284215.0,TRUE
syn-0237,volatile_heavy,CRYPTO,23450600.0,19549928.65,TRUE
syn-0238,equity_tilted,CASH,36616.0,26377.39,TRUE
syn-0238,equity_tilted,MUTUAL_FUNDS,146464.0,212126.93,TRUE
syn-0238,equity_tilted,STOCKS,228850.0,163580.46,TRUE
syn-0238,equity_tilted,BONDS,45770.0,45590.15,TRUE
syn-0239,volatile_heavy,CASH,14845.0,12045.86,TRUE
syn-0239,volatile_heavy,STOCKS,163295.0,122493.56,TRUE
syn-0239,volatile_heavy,CRYPTO,118760.0,140649.33,TRUE
syn-0240,conservative_income,FIXED_DEPOSIT,2818125.0,4224291.32,TRUE
syn-0240,conservative_income,BONDS,2505000.0,1885436.22,TRUE
syn-0240,conservative_income,CASH,939375.0,762205.75,TRUE
syn-0241,conservative_income,FIXED_DEPOSIT,904905.0,1122719.63,TRUE
syn-0241,conservative_income,BONDS,804360.0,575257.17,TRUE
syn-0241,conservative_income,CASH,301635.0,233027.6,TRUE
syn-0242,balanced,CASH,4956900.0,4797568.07,TRUE
syn-0242,balanced,FIXED_DEPOSIT,8261500.0,7215387.52,TRUE
syn-0242,balanced,MUTUAL_FUNDS,9913800.0,7930607.39,TRUE
syn-0242,balanced,STOCKS,6609200.0,9417746.97,TRUE
syn-0242,balanced,BONDS,3304600.0,4000532.58,TRUE
syn-0243,volatile_heavy,CASH,565405.0,401344.35,TRUE
syn-0243,volatile_heavy,STOCKS,6219455.0,5683002.61,TRUE
syn-0243,volatile_heavy,CRYPTO,4523240.0,3186761.15,TRUE
syn-0244,balanced,CASH,161640.0,215708.84,TRUE
syn-0244,balanced,FIXED_DEPOSIT,269400.0,249881.87,TRUE
syn-0244,balanced,MUTUAL_FUNDS,323280.0,274056.69,TRUE
syn-0244,balanced,STOCKS,215520.0,210238.71,TRUE
syn-0244,balanced,BONDS,107760.0,123633.48,TRUE
syn-0246,volatile_heavy,CASH,360910.0,297362.91,TRUE
syn-0246,volatile_heavy,STOCKS,3970010.0,2909091.63,TRUE
syn-0246,volatile_heavy,CRYPTO,2887280.0,3443079.97,TRUE
syn-0247,volatile_heavy,CASH,2246540.0,1720118.77,TRUE
syn-0247,volatile_heavy,STOCKS,24711940.0,26993184.13,TRUE
syn-0247,volatile_heavy,CRYPTO,17972320.0,12999291.14,TRUE
syn-0248,conservative_income,FIXED_DEPOSIT,461070.0,568290.03,TRUE
syn-0248,conservative_income,BONDS,409840.0,468570.22,TRUE
syn-0248,conservative_income,CASH,153690.0,159055.64,TRUE
syn-0250,volatile_heavy,CASH,38845.0,28863.32,TRUE
syn-0250,volatile_heavy,STOCKS,427295.0,434657.7,TRUE
syn-0250,volatile_heavy,CRYPTO,310760.0,474635.05,TRUE
syn-0252,volatile_heavy,CASH,161160.0,152638.75,TRUE
syn-0252,volatile_heavy,STOCKS,1772760.0,1460976.05,TRUE
syn-0252,volatile_heavy,CRYPTO,1289280.0,1413683.74,TRUE
syn-0254,balanced,CASH,2836650.0,2219576.99,TRUE
syn-0254,balanced,FIXED_DEPOSIT,4727750.0,6390933.39,TRUE
syn-0254,balanced,MUTUAL_FUNDS,5673300.0,5463706.02,TRUE
syn-0254,balanced,STOCKS,3782200.0,4087804.38,TRUE
syn-0254,balanced,BONDS,1891100.0,1307194.01,TRUE
syn-0255,balanced,CASH,104490.0,106885.48,TRUE
syn-0255,balanced,FIXED_DEPOSIT,174150.0,211391.49,TRUE
syn-0255,balanced,MUTUAL_FUNDS,208980.0,174600.22,TRUE
syn-0255,balanced,STOCKS,139320.0,154956.63,TRUE
syn-0255,balanced,BONDS,69660.0,62285.85,TRUE
syn-0256,equity_tilted,CASH,640928.0,913497.82,TRUE
syn-0256,equity_tilted,MUTUAL_FUNDS,2563712.0,3901180.79,TRUE
syn-0256,equity_tilted,STOCKS,4005800.0,3272145.09,TRUE
syn-0256,equity_tilted,BONDS,801160.0,645800.0,TRUE
syn-0257,conservative_income,FIXED_DEPOSIT,1577475.0,1105741.84,TRUE
syn-0257,conservative_income,BONDS,1402200.0,2031475.76,TRUE
syn-0257,conservative_income,CASH,525825.0,568849.95,TRUE
syn-0258,cash_heavy,CASH,852500.0,838261.3,TRUE
syn-0258,cash_heavy,FIXED_DEPOSIT,542500.0,441660.41,TRUE
syn-0258,cash_heavy,MUTUAL_FUNDS,155000.0,133999.67,TRUE
syn-0259,volatile_heavy,CASH,32720.0,26693.65,TRUE
syn-0259,volatile_heavy,STOCKS,359920.0,267239.66,TRUE
syn-0259,volatile_heavy,CRYPTO,261760.0,320132.82,TRUE
syn-0262,volatile_heavy,CASH,81535.0,112705.63,TRUE
syn-0262,volatile_heavy,STOCKS,896885.0,674642.75,TRUE
syn-0262,volatile_heavy,CRYPTO,652280.0,527872.06,TRUE
syn-0263,cash_heavy,CASH,859540.0,655349.98,TRUE
syn-0263,cash_heavy,FIXED_DEPOSIT,546980.0,429997.2,TRUE
syn-0263,cash_heavy,MUTUAL_FUNDS,156280.0,145657.27,TRUE
syn-0264,volatile_heavy,CASH,165345.0,154709.2,TRUE
syn-0264,volatile_heavy,STOCKS,1818795.0,1437035.38,TRUE
syn-0264,volatile_heavy,CRYPTO,1322760.0,1028303.55,TRUE
syn-0266,cash_heavy,CASH,599005.0,544417.32,TRUE
syn-0266,cash_heavy,FIXED_DEPOSIT,381185.0,395842.21,TRUE
syn-0266,cash_heavy,MUTUAL_FUNDS,108910.0,104172.77,TRUE
syn-0267,balanced,CASH,147090.0,102629.31,TRUE
syn-0267,balanced,FIXED_DEPOSIT,245150.0,180825.23,TRUE
syn-0267,balanced,MUTUAL_FUNDS,294180.0,274204.75,TRUE
syn-0267,balanced,STOCKS,196120.0,147008.33,TRUE
syn-0267,balanced,BONDS,98060.0,108388.86,TRUE
syn-0268,volatile_heavy,CASH,15660.0,14091.46,TRUE
syn-0268,volatile_heavy,STOCKS,172260.0,159327.56,TRUE
syn-0268,volatile_heavy,CRYPTO,125280.0,111369.78,TRUE
syn-0269,volatile_heavy,CASH,165420.0,126638.95,TRUE
syn-0269,volatile_heavy,STOCKS,1819620.0,1348496.53,TRUE
syn-0269,volatile_heavy,CRYPTO,1323360.0,1223957.72,TRUE
syn-0270,equity_tilted,CASH,47584.0,36783.03,TRUE
syn-0270,equity_tilted,MUTUAL_FUNDS,190336.0,134978.16,TRUE
syn-0270,equity_tilted,STOCKS,297400.0,266154.27,TRUE
syn-0270,equity_tilted,BONDS,59480.0,52760.6,TRUE
syn-0271,cash_heavy,CASH,199375.0,219267.39,TRUE
syn-0271,cash_heavy,FIXED_DEPOSIT,126875.0,173797.3,TRUE
syn-0271,cash_heavy,MUTUAL_FUNDS,36250.0,31382.02,TRUE
syn-0273,cash_heavy,CASH,570900.0,683628.93,TRUE
syn-0273,cash_heavy,FIXED_DEPOSIT,363300.0,269894.62,TRUE
syn-0273,cash_heavy,MUTUAL_FUNDS,103800.0,153131.24,TRUE
syn-0274,conservative_income,FIXED_DEPOSIT,153765.0,229441.98,TRUE
syn-0274,conservative_income,BONDS,136680.0,101437.5,TRUE
syn-0274,conservative_income,CASH,51255.0,47057.16,TRUE
syn-0275,cash_heavy,CASH,1955085.0,2343904.63,TRUE
syn-0275,cash_heavy,FIXED_DEPOSIT,1244145.0,1073080.76,TRUE
syn-0275,cash_heavy,MUTUAL_FUNDS,355470.0,270406.59,TRUE
syn-0276,volatile_heavy,CASH,74595.0,68205.57,TRUE
syn-0276,volatile_heavy,STOCKS,820545.0,765363.65,TRUE
syn-0276,volatile_heavy,CRYPTO,596760.0,466277.65,TRUE
syn-0277,equity_tilted,CASH,1862872.0,1441112.62,TRUE
syn-0277,equity_tilted,MUTUAL_FUNDS,7451488.0,6126741.8,TRUE
syn-0277,equity_tilted,STOCKS,11642950.0,10620715.63,TRUE
syn-0277,equity_tilted,BONDS,2328590.0,1664449.55,TRUE
syn-0278,volatile_heavy,CASH,541620.0,411014.34,TRUE
syn-0278,volatile_heavy,STOCKS,5957820.0,6780535.9,TRUE
syn-0278,volatile_heavy,CRYPTO,4332960.0,3925798.87,TRUE
syn-0279,conservative_income,FIXED_DEPOSIT,1469790.0,1698564.07,TRUE
syn-0279,conservative_income,BONDS,1306480.0,956090.48,TRUE
syn-0279,conservative_income,CASH,489930.0,363331.18,TRUE
syn-0280,balanced,CASH,417300.0,615692.38,TRUE
syn-0280,balanced,FIXED_DEPOSIT,695500.0,487306.4,TRUE
syn-0280,balanced,MUTUAL_FUNDS,834600.0,729731.2,TRUE
syn-0280,balanced,STOCKS,556400.0,399962.16,TRUE
syn-0280,balanced,BONDS,278200.0,246825.14,TRUE
syn-0281,balanced,CASH,124110.0,114228.91,TRUE
syn-0281,balanced,FIXED_DEPOSIT,206850.0,156138.9,TRUE
syn-0281,balanced,MUTUAL_FUNDS,248220.0,221315.17,TRUE
syn-0281,balanced,STOCKS,165480.0,126735.12,TRUE
syn-0281,balanced,BONDS,82740.0,75579.97,TRUE
syn-0282,equity_tilted,CASH,1469520.0,1689288.71,TRUE
syn-0282,equity_tilted,MUTUAL_FUNDS,5878080.0,8974286.85,TRUE
syn-0282,equity_tilted,STOCKS,9184500.0,7914952.51,TRUE
syn-0282,equity_tilted,BONDS,1836900.0,1282388.77,TRUE
syn-0284,conservative_income,FIXED_DEPOSIT,1008180.0,1098156.7,TRUE
syn-0284,conservative_income,BONDS,896160.0,1014333.63,TRUE
syn-0284,conservative_income,CASH,336060.0,296298.53,TRUE
syn-0285,balanced,CASH,656280.0,863965.34,TRUE
syn-0285,balanced,FIXED_DEPOSIT,1093800.0,1310925.67,TRUE
syn-0285,balanced,MUTUAL_FUNDS,1312560.0,1741799.93,TRUE
syn-0285,balanced,STOCKS,875040.0,839823.07,TRUE
syn-0285,balanced,BONDS,437520.0,318692.26,TRUE
syn-0286,volatile_heavy,CASH,82480.0,72299.58,TRUE
syn-0286,volatile_heavy,STOCKS,907280.0,972461.75,TRUE
syn-0286,volatile_heavy,CRYPTO,659840.0,478205.81,TRUE
syn-0288,conservative_income,FIXED_DEPOSIT,3586725.0,3487983.87,TRUE
syn-0288,conservative_income,BONDS,3188200.0,2590371.86,TRUE
syn-0288,conservative_income,CASH,1195575.0,1246643.25,TRUE
syn-0289,conservative_income,FIXED_DEPOSIT,192285.0,237702.04,TRUE
syn-0289,conservative_income,BONDS,170920.0,159759.64,TRUE
syn-0289,conservative_income,CASH,64095.0,67447.95,TRUE
syn-0290,volatile_heavy,CASH,364465.0,265289.46,TRUE
syn-0290,volatile_heavy,STOCKS,4009115.0,4274531.37,TRUE
syn-0290,volatile_heavy,CRYPTO,2915720.0,2966063.94,TRUE
syn-0291,volatile_heavy,CASH,1954765.0,1512360.5,TRUE
syn-0291,volatile_heavy,STOCKS,21502415.0,21061082.02,TRUE
syn-0291,volatile_heavy,CRYPTO,15638120.0,13828924.85,TRUE
syn-0292,balanced,CASH,929205.0,1113801.75,TRUE
syn-0292,balanced,FIXED_DEPOSIT,1548675.0,1476383.63,TRUE
syn-0292,balanced,MUTUAL_FUNDS,1858410.0,1681772.46,TRUE
syn-0292,balanced,STOCKS,1238940.0,953208.04,TRUE
